,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
46,"Arabic,Armenian,Persian,Turkish & Islamic Studies",,,,,,,,
47,,Literature Science & the Arts,20,20,0,0,0,0,0
48,Architecture,,,,,,,,
49,,Architecture & Urban Planning,153,91,62,0,0,0,0
50,,Rackham,17,0,12,4,0,0,1
51,Architecture Three Plus,,,,,,,,
52,,Architecture & Urban Planning,38,0,38,0,0,0,0
53,Archives and Records Management,,,,,,,,
54,,Graduate Information,31,0,31,0,0,0,0
55,Art,,,,,,,,
56,,Rackham,9,0,9,0,0,0,0
57,Art and Design,,,,,,,,
58,,Art and Design,107,107,0,0,0,0,0
59,Arts and Ideas,,,,,,,,
60,,Literature Science & the Arts,4,4,0,0,0,0,0
61,Asian Languages and Cultures,,,,,,,,
62,,Rackham,3,0,0,3,0,0,0
63,Asian Studies,,,,,,,,
64,,Literature Science & the Arts,43,43,0,0,0,0,0
65,Asian Studies: China,,,,,,,,
66,,Rackham,2,0,2,0,0,0,0
67,Asian Studies: Japan,,,,,,,,
68,,Rackham,6,0,6,0,0,0,0
69,Astronomy and Astrophysics,,,,,,,,
70,,Literature Science & the Arts,11,11,0,0,0,0,0
71,,Rackham,11,0,4,2,0,0,5
72,Athletic Training,,,,,,,,
73,,Kinesiology,12,12,0,0,0,0,0
74,Atmospheric and Space Science,,,,,,,,
75,,Rackham,13,0,0,5,0,0,8
76,"Atmospheric, Oceanic and Space Sciences",,,,,,,,
77,,Rackham,14,0,5,0,0,0,9
78,Automotive Engineering,,,,,,,,
79,,Engineering,10,0,10,0,0,0,0
80,Biochemistry,,,,,,,,
81,,Literature Science & the Arts,68,68,0,0,0,0,0
82,Bioinformatics,,,,,,,,
83,,Rackham,25,0,7,6,0,0,12
84,Biological Chemistry,,,,,,,,
85,,Rackham,13,0,1,8,0,0,4
86,Biology,,,,,,,,
87,,Literature Science & the Arts,106,106,0,0,0,0,0
88,Biomedical Engineering,,,,,,,,
89,,Engineering,76,76,0,0,0,0,0
90,,Rackham,121,0,80,20,0,0,21
91,Biophysics,,,,,,,,
92,,Literature Science & the Arts,8,8,0,0,0,0,0
93,,Rackham,16,0,2,6,0,0,8
94,Biopsychology and Cognitive Science,,,,,,,,
95,,Literature Science & the Arts,1,1,0,0,0,0,0
96,Biostatistics,,,,,,,,
97,,Public Health,2,0,2,0,0,0,0
98,,Rackham,53,0,27,10,0,0,16
99,"Brain, Behavior, and Cognitive Sciences",,,,,,,,
100,,Literature Science & the Arts,264,264,0,0,0,0,0
101,Business Administration,,,,,,,,
102,,Business Administration,1104,334,770,0,0,0,0
103,,Rackham,29,0,1,9,0,0,19
104,Cell and Developmental Biology,,,,,,,,
105,,Rackham,6,0,0,5,0,0,1
106,Cellular and Molecular Biology,,,,,,,,
107,,Literature Science & the Arts,96,96,0,0,0,0,0
108,,Rackham,32,0,2,13,0,0,17
109,Cellular Biotechnology,,,,,,,,
110,,Rackham,0,0,0,0,0,0,0
111,Chamber Music (Strings),,,,,,,,
112,,"Music, Theatre & Dance",2,0,2,0,0,0,0
113,Chamber Music (Winds),,,,,,,,
114,,"Music, Theatre & Dance",7,0,7,0,0,0,0
115,Chemical Biology,,,,,,,,
116,,Rackham,15,0,1,6,0,0,8
117,Chemical Engineering,,,,,,,,
118,,Engineering,142,142,0,0,0,0,0
119,,Rackham,56,0,21,18,0,0,17
120,Chemistry,,,,,,,,
121,,Literature Science & the Arts,36,36,0,0,0,0,0
122,,Rackham,111,0,28,36,0,0,47
123,Church Music,,,,,,,,
124,,"Music, Theatre & Dance",3,0,3,0,0,0,0
125,Civil Engineering,,,,,,,,
126,,Engineering,89,89,0,0,0,0,0
127,,Rackham,38,0,24,5,0,0,9
128,Classical Archaeology,,,,,,,,
129,,Literature Science & the Arts,5,5,0,0,0,0,0
130,Classical Art and Archaeology,,,,,,,,
131,,Rackham,13,0,3,3,0,0,7
132,Classical Civilization,,,,,,,,
133,,Literature Science & the Arts,15,15,0,0,0,0,0
134,Classical Language and Literature,,,,,,,,
135,,Literature Science & the Arts,5,5,0,0,0,0,0
136,Classical Studies,,,,,,,,
137,,Rackham,10,0,0,2,0,0,8
138,Classical Studies-Greek,,,,,,,,
139,,Rackham,1,0,1,0,0,0,0
140,Classical Studies-Latin,,,,,,,,
141,,Rackham,3,0,3,0,0,0,0
142,Clinical Research,,,,,,,,
143,,Rackham,11,0,11,0,0,0,0
144,Clinical Research Des and Statistical Analysis,,,,,,,,
145,,Rackham,26,0,26,0,0,0,0
146,Cognitive Science and Cognitive Neuroscience,,,,,,,,
147,,Rackham,0,0,0,0,0,0,0
148,Collaborative Piano,,,,,,,,
149,,"Music, Theatre & Dance",1,0,1,0,0,0,0
150,Communication,,,,,,,,
151,,Literature Science & the Arts,229,229,0,0,0,0,0
152,,Rackham,6,0,1,1,0,0,4
153,Community Health Nursing,,,,,,,,
154,,Rackham,31,0,31,0,0,0,0
155,Community Informatics,,,,,,,,
156,,Graduate Information,4,0,4,0,0,0,0
157,Community Organization,,,,,,,,
158,,Social Work,36,0,36,0,0,0,0
159,Comparative Literature,,,,,,,,
160,,Literature Science & the Arts,17,17,0,0,0,0,0
161,,Rackham,11,0,0,7,0,0,4
162,Composition,,,,,,,,
163,,"Music, Theatre & Dance",12,4,8,0,0,0,0
164,Computer Engineering,,,,,,,,
165,,Engineering,68,68,0,0,0,0,0
166,Computer Science,,,,,,,,
167,,Engineering,136,136,0,0,0,0,0
168,,Literature Science & the Arts,23,23,0,0,0,0,0
169,Computer Science and Engineering,,,,,,,,
170,,Rackham,88,0,54,14,0,0,20
171,Concurrent Marine Design,,,,,,,,
172,,Engineering,6,0,6,0,0,0,0
173,Conducting (Band),,,,,,,,
174,,"Music, Theatre & Dance",1,0,1,0,0,0,0
175,Conducting (Choral),,,,,,,,
176,,"Music, Theatre & Dance",3,0,3,0,0,0,0
177,Conducting (Orchestral),,,,,,,,
178,,"Music, Theatre & Dance",1,0,1,0,0,0,0
179,Construction Engineering and Management,,,,,,,,
180,,Engineering,8,0,8,0,0,0,0
181,,Rackham,1,0,1,0,0,0,0
182,Creative Writing,,,,,,,,
183,,Rackham,24,0,24,0,0,0,0
184,Creative Writing - Literature,,,,,,,,
185,,Literature Science & the Arts,18,18,0,0,0,0,0
186,Dance,,,,,,,,
187,,"Music, Theatre & Dance",6,6,0,0,0,0,0
188,,Rackham,2,0,2,0,0,0,0
189,Dental Hygiene,,,,,,,,
190,,Dental Hygiene,39,39,0,0,0,0,0
191,Dentistry,,,,,,,,
192,,Dentistry,119,0,0,0,119,0,0
193,Design & Production,,,,,,,,
194,,"Music, Theatre & Dance",10,10,0,0,0,0,0
195,Design Science,,,,,,,,
196,,Rackham,4,0,0,1,0,0,3
197,"Development, Psychopathology & Mental Health",,,,,,,,
198,,Rackham,0,0,0,0,0,0,0
199,Drama,,,,,,,,
200,,Literature Science & the Arts,2,2,0,0,0,0,0
201,Earth Sciences,,,,,,,,
202,,Literature Science & the Arts,7,7,0,0,0,0,0
203,Earth System Science,,,,,,,,
204,,Literature Science & the Arts,4,4,0,0,0,0,0
205,Earth Systems Science and Engineering,,,,,,,,
206,,Engineering,11,11,0,0,0,0,0
207,Ecology and Evolutionary Biology,,,,,,,,
208,,Literature Science & the Arts,27,27,0,0,0,0,0
209,,Rackham,19,0,7,5,0,0,7
210,Economics,,,,,,,,
211,,Literature Science & the Arts,506,506,0,0,0,0,0
212,,Rackham,60,0,26,10,0,0,24
213,Education,,,,,,,,
214,,Rackham,5,0,0,4,0,0,1
215,Education and Psychology,,,,,,,,
216,,Rackham,8,0,0,4,0,0,4
217,Educational Studies,,,,,,,,
218,,Rackham,177,0,136,24,0,0,17
219,Education-Secondary,,,,,,,,
220,,Education,49,49,0,0,0,0,0
221,Electrical Engineering,,,,,,,,
222,,Engineering,108,108,0,0,0,0,0
223,,Rackham,112,0,67,22,0,0,23
224,Electrical Engineering-Systems,,,,,,,,
225,,Rackham,80,0,49,11,0,0,20
226,Elementary Education,,,,,,,,
227,,Education,47,47,0,0,0,0,0
228,Endodontics,,,,,,,,
229,,Rackham,3,0,3,0,0,0,0
230,Energy Systems Engineering,,,,,,,,
231,,Engineering,19,0,19,0,0,0,0
232,Engineering,,,,,,,,
233,,Engineering,9,9,0,0,0,0,0
234,Engineering Physics,,,,,,,,
235,,Engineering,8,8,0,0,0,0,0
236,English,,,,,,,,
237,,Literature Science & the Arts,341,341,0,0,0,0,0
238,English & Women's Studies,,,,,,,,
239,,Rackham,5,0,0,2,0,0,3
240,English and Education,,,,,,,,
241,,Rackham,9,0,0,6,0,0,3
242,English Language and Literature,,,,,,,,
243,,Rackham,30,0,5,10,0,0,15
244,Environment,,,,,,,,
245,,Literature Science & the Arts,119,119,0,0,0,0,0
246,Environmental Engineering,,,,,,,,
247,,Rackham,24,0,16,5,0,0,3
248,Environmental Geosciences,,,,,,,,
249,,Literature Science & the Arts,7,7,0,0,0,0,0
250,Environmental Health Sciences,,,,,,,,
251,,Public Health,27,0,27,0,0,0,0
252,,Rackham,14,0,0,4,0,0,10
253,Epidemiological Science,,,,,,,,
254,,Rackham,22,0,0,11,0,0,11
255,Epidemiology,,,,,,,,
256,,Public Health,52,0,52,0,0,0,0
257,Evolutionary Anthropology,,,,,,,,
258,,Literature Science & the Arts,39,39,0,0,0,0,0
259,Film and Video Studies,,,,,,,,
260,,Literature Science & the Arts,1,1,0,0,0,0,0
261,Financial Engineering,,,,,,,,
262,,Rackham,56,0,56,0,0,0,0
263,Foundations of Public Health,,,,,,,,
264,,Public Health,0,0,0,0,0,0,0
265,French,,,,,,,,
266,,Literature Science & the Arts,36,36,0,0,0,0,0
267,General Biology,,,,,,,,
268,,Literature Science & the Arts,39,39,0,0,0,0,0
269,General Studies,,,,,,,,
270,,Art and Design,1,1,0,0,0,0,0
271,,Literature Science & the Arts,72,72,0,0,0,0,0
272,Genetic Counseling,,,,,,,,
273,,Rackham,5,0,5,0,0,0,0
274,Geological Science,,,,,,,,
275,,Literature Science & the Arts,6,6,0,0,0,0,0
276,Geology,,,,,,,,
277,,Rackham,30,0,9,9,0,0,12
278,German,,,,,,,,
279,,Literature Science & the Arts,56,56,0,0,0,0,0
280,Germanic Language and Literature,,,,,,,,
281,,Rackham,3,0,0,2,0,0,1
282,Gerontological Nursing,,,,,,,,
283,,Rackham,4,0,4,0,0,0,0
284,Global Automotive and Manufacturing Engineering,,,,,,,,
285,,Engineering,47,0,47,0,0,0,0
286,Greek,,,,,,,,
287,,Literature Science & the Arts,1,1,0,0,0,0,0
288,Greek and Roman History,,,,,,,,
289,,Rackham,3,0,0,1,0,0,2
290,Health and Health Care Research,,,,,,,,
291,,Rackham,12,0,12,0,0,0,0
292,Health Behavior and Health Education,,,,,,,,
293,,Public Health,65,0,65,0,0,0,0
294,,Rackham,13,0,0,4,0,0,9
295,Health Management and Policy,,,,,,,,
296,,Public Health,72,0,72,0,0,0,0
297,Health Service Management and Policy,,,,,,,,
298,,Public Health,32,0,32,0,0,0,0
299,,Rackham,4,0,0,4,0,0,0
300,Health Service Organizations and Policy,,,,,,,,
301,,Public Health,0,0,0,0,0,0,0
302,,Rackham,1,0,0,0,0,0,1
303,Health Services Research,,,,,,,,
304,,Rackham,1,0,1,0,0,0,0
305,Hebrew and Jewish Cultural Studies,,,,,,,,
306,,Literature Science & the Arts,5,5,0,0,0,0,0
307,Higher Education,,,,,,,,
308,,Rackham,55,0,32,12,0,0,11
309,History,,,,,,,,
310,,Literature Science & the Arts,196,196,0,0,0,0,0
311,,Rackham,39,0,10,16,0,0,13
312,History and Women's Studies,,,,,,,,
313,,Rackham,2,0,0,1,0,0,1
314,History of Art,,,,,,,,
315,,Literature Science & the Arts,41,41,0,0,0,0,0
316,,Rackham,12,0,4,4,0,0,4
317,Hospital and Molecular Epidemiology,,,,,,,,
318,,Public Health,15,0,15,0,0,0,0
319,Human Computer Interaction,,,,,,,,
320,,Graduate Information,65,0,65,0,0,0,0
321,Human Genetics,,,,,,,,
322,,Rackham,12,0,5,3,0,0,4
323,Human Nutrition,,,,,,,,
324,,Public Health,13,0,13,0,0,0,0
325,Immunology,,,,,,,,
326,,Rackham,9,0,0,6,0,0,3
327,Independent Interdependent Degree Program,,,,,,,,
328,,Rackham,15,0,0,9,0,0,6
329,Individualized Concentration,,,,,,,,
330,,Literature Science & the Arts,21,21,0,0,0,0,0
331,Industrial and Operations Engineering,,,,,,,,
332,,Engineering,174,174,0,0,0,0,0
333,,Rackham,93,0,79,8,0,0,6
334,Industrial Ecology,,,,,,,,
335,,Rackham,0,0,0,0,0,0,0
336,Informatics,,,,,,,,
337,,Literature Science & the Arts,23,23,0,0,0,0,0
338,Information,,,,,,,,
339,,Rackham,14,0,2,5,0,0,7
340,Information Analysis and Retrieval,,,,,,,,
341,,Graduate Information,13,0,13,0,0,0,0
342,Information Economics for Management,,,,,,,,
343,,Graduate Information,13,0,13,0,0,0,0
344,Information Policy,,,,,,,,
345,,Graduate Information,19,0,19,0,0,0,0
346,Integrated MicroSystems,,,,,,,,
347,,Engineering,2,0,2,0,0,0,0
348,Interarts Performance,,,,,,,,
349,,Art and Design,1,1,0,0,0,0,0
350,Interdisciplinary Physics,,,,,,,,
351,,Literature Science & the Arts,19,19,0,0,0,0,0
352,International Studies,,,,,,,,
353,,Literature Science & the Arts,15,15,0,0,0,0,0
354,International Tax,,,,,,,,
355,,Law,4,0,4,0,0,0,0
356,Interpersonal Practice,,,,,,,,
357,,Social Work,217,0,217,0,0,0,0
358,Italian,,,,,,,,
359,,Literature Science & the Arts,6,6,0,0,0,0,0
360,Jazz and Contemplative Studies,,,,,,,,
361,,"Music, Theatre & Dance",3,3,0,0,0,0,0
362,Jazz Studies,,,,,,,,
363,,"Music, Theatre & Dance",10,10,0,0,0,0,0
364,Judaic Studies,,,,,,,,
365,,Literature Science & the Arts,1,1,0,0,0,0,0
366,,Rackham,1,0,1,0,0,0,0
367,Kinesiology,,,,,,,,
368,,Rackham,26,0,18,1,0,0,7
369,Landscape Architecture,,,,,,,,
370,,Rackham,8,0,8,0,0,0,0
371,Latin,,,,,,,,
372,,Literature Science & the Arts,3,3,0,0,0,0,0
373,Latin America and Caribbean Studies,,,,,,,,
374,,Literature Science & the Arts,6,6,0,0,0,0,0
375,,Rackham,0,0,0,0,0,0,0
376,Latino Studies,,,,,,,,
377,,Literature Science & the Arts,8,8,0,0,0,0,0
378,Law,,,,,,,,
379,,Law,415,0,34,3,378,0,0
380,Lesbian/Gay/Bisexual/Transgender Queer Studies,,,,,,,,
381,,Rackham,0,0,0,0,0,0,0
382,Library and Information Services,,,,,,,,
383,,Graduate Information,43,0,43,0,0,0,0
384,Linguistics,,,,,,,,
385,,Literature Science & the Arts,51,51,0,0,0,0,0
386,,Rackham,12,0,1,6,0,0,5
387,Macromolecular Science and Engineering,,,,,,,,
388,,Rackham,11,0,0,5,0,0,6
389,Management of Human Services,,,,,,,,
390,,Social Work,29,0,29,0,0,0,0
391,Manufacturing,,,,,,,,
392,,Engineering,8,0,7,0,0,0,1
393,Materials Science and Engineering,,,,,,,,
394,,Engineering,54,54,0,0,0,0,0
395,,Rackham,37,0,12,14,0,0,11
396,Mathematics,,,,,,,,
397,Mathematics,Literature Science & the Arts,179,179,0,0,0,0,0
398,,Rackham,60,0,27,17,0,0,16
399,Mechanical Engineering,,,,,,,,
400,,Engineering,209,209,0,0,0,0,0
401,,Rackham,241,0,120,47,0,0,74
402,Media Arts,,,,,,,,
403,,Rackham,3,0,3,0,0,0,0
404,Medical Surgical Nursing,,,,,,,,
405,,Rackham,15,0,15,0,0,0,0
406,Medicinal Chemistry,,,,,,,,
407,,Rackham,14,0,2,4,0,0,8
408,Medicine,,,,,,,,
409,,Medical,180,0,0,0,180,0,0
410,Medieval & Early Modern Studies,,,,,,,,
411,,Literature Science & the Arts,1,1,0,0,0,0,0
412,Microbiology,,,,,,,,
413,,Literature Science & the Arts,56,56,0,0,0,0,0
414,,Rackham,1,0,1,0,0,0,0
415,Microbiology and Immunology,,,,,,,,
416,,Rackham,9,0,0,8,0,0,1
417,Middle Eastern & North African Studies,,,,,,,,
418,,Literature Science & the Arts,7,7,0,0,0,0,0
419,Modern Greek,,,,,,,,
420,,Literature Science & the Arts,6,6,0,0,0,0,0
421,Modern Middle Eastern and North African Studies,,,,,,,,
422,,Rackham,9,0,9,0,0,0,0
423,Molecular and Cellular Pathology,,,,,,,,
424,,Rackham,8,0,1,4,0,0,3
425,Molecular and Integrative Physiology,,,,,,,,
426,,Rackham,16,0,1,8,0,0,7
427,"Molecular, Cellular and Developmental Biology",,,,,,,,
428,,Rackham,40,0,12,9,0,0,19
429,Movement Science,,,,,,,,
430,,Kinesiology,111,111,0,0,0,0,0
431,Museum Studies,,,,,,,,
432,,Rackham,0,0,0,0,0,0,0
433,Music,,,,,,,,
434,,Literature Science & the Arts,11,11,0,0,0,0,0
435,Music and Technology,,,,,,,,
436,,"Music, Theatre & Dance",3,3,0,0,0,0,0
437,Music Composition,,,,,,,,
438,,Rackham,8,0,0,5,0,0,3
439,Music Conducting,,,,,,,,
440,,Rackham,6,0,0,4,0,0,2
441,Music Conducting,,,,,,,,
442,,Rackham,1,0,0,0,0,0,1
443,Music Education,,,,,,,,
444,,"Music, Theatre & Dance",16,5,11,0,0,0,0
445,Music History,,,,,,,,
446,,"Music, Theatre & Dance",1,1,0,0,0,0,0
447,Music Performance,,,,,,,,
448,,Rackham,37,0,0,22,0,0,15
449,Music Theatre,,,,,,,,
450,,"Music, Theatre & Dance",19,19,0,0,0,0,0
451,Music Theory,,,,,,,,
452,,Rackham,2,0,1,1,0,0,0
453,Music: Music Education,,,,,,,,
454,,Rackham,3,0,0,2,0,0,1
455,Music: Musicology,,,,,,,,
456,,Rackham,5,0,1,2,0,0,2
457,Nanoscience and Technology,,,,,,,,
458,,Rackham,0,0,0,0,0,0,0
459,Natural Resources and Environment,,,,,,,,
460,,Rackham,143,0,119,12,0,0,12
461,Naval Architecture and Marine Engineering,,,,,,,,
462,,Engineering,27,27,0,0,0,0,0
463,,Rackham,39,0,32,3,0,0,4
464,Near Eastern Civilizations,,,,,,,,
465,,Literature Science & the Arts,5,5,0,0,0,0,0
466,Near Eastern Studies,,,,,,,,
467,,Rackham,17,0,9,6,0,0,2
468,Neuroscience,,,,,,,,
469,,Literature Science & the Arts,195,195,0,0,0,0,0
470,,Rackham,44,0,10,13,0,0,21
471,Nuclear Engineering and Radiological Sciences,,,,,,,,
472,,Engineering,47,47,0,0,0,0,0
473,,Rackham,48,0,28,9,0,0,11
474,Nuclear Science,,,,,,,,
475,,Rackham,3,0,0,2,0,0,1
476,Nursing,,,,,,,,
477,,Nursing,122,122,0,0,0,0,0
478,,Rackham,23,0,0,12,0,0,11
479,Nursing Business and Health Systems,,,,,,,,
480,,Rackham,16,0,16,0,0,0,0
481,Nursing R. N.,,,,,,,,
482,,Nursing,45,45,0,0,0,0,0
483,Nutritional Science,,,,,,,,
484,,Rackham,2,0,2,0,0,0,0
485,Oceanography:  Physical,,,,,,,,
486,,Rackham,3,0,0,2,0,0,1
487,Oral Health Sciences,,,,,,,,
488,,Rackham,4,0,0,2,0,0,2
489,Organizational Studies,,,,,,,,
490,,Literature Science & the Arts,53,53,0,0,0,0,0
491,Orthodontics,,,,,,,,
492,,Rackham,7,0,7,0,0,0,0
493,Painting/Drawing,,,,,,,,
494,,Art and Design,2,2,0,0,0,0,0
495,Parent-Child Nursing,,,,,,,,
496,,Rackham,10,0,10,0,0,0,0
497,Pediatric Dentistry,,,,,,,,
498,,Rackham,6,0,6,0,0,0,0
499,Performance,,,,,,,,
500,,"Music, Theatre & Dance",115,72,43,0,0,0,0
501,Performing Arts Technology,,,,,,,,
502,,"Music, Theatre & Dance",12,12,0,0,0,0,0
503,Periodontics,,,,,,,,
504,,Rackham,5,0,5,0,0,0,0
505,Pharmaceutical Engineering,,,,,,,,
506,,Engineering,3,0,3,0,0,0,0
507,Pharmaceutical Sciences,,,,,,,,
508,,Rackham,12,0,1,5,0,0,6
509,Pharmacology,,,,,,,,
510,,Rackham,9,0,1,6,0,0,2
511,Pharmacy,,,,,,,,
512,,Pharmacy,76,0,0,0,76,0,0
513,Philosophy,,,,,,,,
514,,Literature Science & the Arts,48,48,0,0,0,0,0
515,,Rackham,23,0,9,6,0,0,8
516,Physical Education Teacher Education,,,,,,,,
517,,Kinesiology,9,9,0,0,0,0,0
518,Physics,,,,,,,,
519,,Literature Science & the Arts,17,17,0,0,0,0,0
520,,Rackham,49,0,7,16,0,0,26
521,Piano Pedagogy and Performance,,,,,,,,
522,,"Music, Theatre & Dance",2,0,2,0,0,0,0
523,Plant Biology,,,,,,,,
524,,Literature Science & the Arts,2,2,0,0,0,0,0
525,Plasma Science and Engineering,,,,,,,,
526,,Rackham,0,0,0,0,0,0,0
527,Polish,,,,,,,,
528,,Literature Science & the Arts,4,4,0,0,0,0,0
529,Political Science,,,,,,,,
530,,Literature Science & the Arts,435,435,0,0,0,0,0
531,,Rackham,42,0,10,14,0,0,18
532,Preservation of Information,,,,,,,,
533,,Graduate Information,11,0,11,0,0,0,0
534,Prosthodontics,,,,,,,,
535,,Rackham,1,0,1,0,0,0,0
536,Psychiatric Mental Health Nursing,,,,,,,,
537,,Rackham,6,0,6,0,0,0,0
538,Psychology,,,,,,,,
539,,Literature Science & the Arts,524,524,0,0,0,0,0
540,,Rackham,78,0,27,29,0,0,22
541,Psychology & Women's Studies,,,,,,,,
542,,Rackham,3,0,0,2,0,0,1
543,Public Administration,,,,,,,,
544,,Rackham,8,0,8,0,0,0,0
545,Public Policy,,,,,,,,
546,,Public Policy,58,58,0,0,0,0,0
547,,Rackham,94,0,94,0,0,0,0
548,Public Policy and Economics,,,,,,,,
549,,Rackham,3,0,0,2,0,0,1
550,Public Policy and Political Science,,,,,,,,
551,,Rackham,6,0,0,4,0,0,2
552,Public Policy and Sociology,,,,,,,,
553,,Rackham,11,0,0,9,0,0,2
554,Real Estate Development,,,,,,,,
555,,Rackham,0,0,0,0,0,0,0
556,Restorative Dentistry,,,,,,,,
557,,Rackham,1,0,1,0,0,0,0
558,Romance Language and Literature French,,,,,,,,
559,,Rackham,8,0,2,3,0,0,3
560,Romance Language and Literature Italian,,,,,,,,
561,,Rackham,1,0,0,1,0,0,0
562,Romance Language and Literature Spanish,,,,,,,,
563,,Rackham,11,0,0,8,0,0,3
564,Romance Languages and Literatures,,,,,,,,
565,,Literature Science & the Arts,1,1,0,0,0,0,0
566,Russian,,,,,,,,
567,,Literature Science & the Arts,5,5,0,0,0,0,0
568,Russian and East European Studies,,,,,,,,
569,,Literature Science & the Arts,3,3,0,0,0,0,0
570,"Russian, East European and Eurasian Studies",,,,,,,,
571,,Literature Science & the Arts,5,5,0,0,0,0,0
572,,Rackham,3,0,3,0,0,0,0
573,School Library Media,,,,,,,,
574,,Graduate Information,6,0,6,0,0,0,0
575,"Science, Technology and Public Policy",,,,,,,,
576,,Rackham,0,0,0,0,0,0,0
577,"Science, Technology, and Society",,,,,,,,
578,,Rackham,0,0,0,0,0,0,0
579,Scientific Computing,,,,,,,,
580,,Rackham,3,0,0,3,0,0,0
581,Screen Arts and Cultures,,,,,,,,
582,,Literature Science & the Arts,76,76,0,0,0,0,0
583,,Rackham,3,0,0,0,0,0,3
584,Second Career Nursing,,,,,,,,
585,,Nursing,63,63,0,0,0,0,0
586,Slavic Language and Literature,,,,,,,,
587,,Rackham,2,0,0,0,0,0,2
588,Social and Administrative Sciences,,,,,,,,
589,,Rackham,3,0,0,2,0,0,1
590,Social Anthropology,,,,,,,,
591,,Literature Science & the Arts,5,5,0,0,0,0,0
592,Social Computing,,,,,,,,
593,,Graduate Information,6,0,6,0,0,0,0
594,Social Policy and Evaluation,,,,,,,,
595,,Social Work,24,0,24,0,0,0,0
596,Social Science,,,,,,,,
597,,Literature Science & the Arts,1,1,0,0,0,0,0
598,Social Theory and Practice,,,,,,,,
599,,Literature Science & the Arts,5,5,0,0,0,0,0
600,Social Work and Social Science,,,,,,,,
601,,Rackham,26,0,0,9,0,0,17
602,Sociology,,,,,,,,
603,,Literature Science & the Arts,196,196,0,0,0,0,0
604,,Rackham,29,0,8,13,0,0,8
605,Sound Engineering,,,,,,,,
606,,"Music, Theatre & Dance",4,4,0,0,0,0,0
607,South Asian Studies,,,,,,,,
608,,Rackham,2,0,2,0,0,0,0
609,Southeast Asian Studies,,,,,,,,
610,,Rackham,2,0,2,0,0,0,0
611,Space and Planetary Physics,,,,,,,,
612,,Rackham,4,0,0,2,0,0,2
613,Space Engineering,,,,,,,,
614,,Engineering,23,0,23,0,0,0,0
615,Spanish,,,,,,,,
616,,Literature Science & the Arts,154,154,0,0,0,0,0
617,Spatial Analysis,,,,,,,,
618,,Rackham,0,0,0,0,0,0,0
619,Sport Management,,,,,,,,
620,,Kinesiology,77,77,0,0,0,0,0
621,Sport Management and Communications,,,,,,,,
622,,Kinesiology,2,2,0,0,0,0,0
623,Statistics,,,,,,,,
624,,Literature Science & the Arts,25,25,0,0,0,0,0
625,,Rackham,39,0,26,6,0,0,7
626,Structural Engineering,,,,,,,,
627,,Engineering,3,0,3,0,0,0,0
628,Supply Chain Management,,,,,,,,
629,,Business Administration,16,0,16,0,0,0,0
630,Survey Methodology,,,,,,,,
631,,Rackham,18,0,12,1,0,0,5
632,Tailored,,,,,,,,
633,,Graduate Information,10,0,10,0,0,0,0
634,Theatre,,,,,,,,
635,,"Music, Theatre & Dance",25,25,0,0,0,0,0
636,Toxicology,,,,,,,,
