,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
44,,Rackham,24,0,9,9,0,0,6
45,Applied Climate,,,,,,,,
46,,Engineering,2,0,2,0,0,0,0
47,Applied Economics,,,,,,,,
48,,Rackham,80,0,80,0,0,0,0
49,Applied Physics,,,,,,,,
50,,Rackham,27,0,6,9,0,0,12
51,Applied Statistics,,,,,,,,
52,,Rackham,30,0,30,0,0,0,0
53,Arabic Studies,,,,,,,,
54,,Rackham,4,0,4,0,0,0,0
55,"Arabic,Armenian,Persian,Turkish & Islamic Studies",,,,,,,,
56,,Literature Science & the Arts,19,19,0,0,0,0,0
57,Architecture,,,,,,,,
58,,Architecture & Urban Planning,141,71,70,0,0,0,0
59,,Rackham,25,0,20,2,0,0,3
60,Architecture Three Plus,,,,,,,,
61,,Architecture & Urban Planning,34,0,34,0,0,0,0
62,Archives and Records Management,,,,,,,,
63,,Graduate Information,22,0,22,0,0,0,0
64,Art,,,,,,,,
65,,Rackham,14,0,14,0,0,0,0
66,Art and Design,,,,,,,,
67,,Art and Design,97,97,0,0,0,0,0
68,Arts and Ideas,,,,,,,,
69,,Literature Science & the Arts,8,8,0,0,0,0,0
70,Asian Languages and Cultures,,,,,,,,
71,,Rackham,4,0,0,2,0,0,2
72,Asian Studies,,,,,,,,
73,,Literature Science & the Arts,56,56,0,0,0,0,0
74,Asian Studies: China,,,,,,,,
75,,Rackham,6,0,6,0,0,0,0
76,Asian Studies: Japan,,,,,,,,
77,,Rackham,6,0,6,0,0,0,0
78,Astronomy and Astrophysics,,,,,,,,
79,,Literature Science & the Arts,5,5,0,0,0,0,0
80,,Rackham,14,0,1,5,0,0,8
81,Athletic Training,,,,,,,,
82,,Kinesiology,14,14,0,0,0,0,0
83,"Atmospheric, Oceanic and Space Sciences",,,,,,,,
84,,Rackham,41,0,21,6,0,0,14
85,Automotive Engineering,,,,,,,,
86,,Engineering,14,0,14,0,0,0,0
87,Biochemistry,,,,,,,,
88,,Literature Science & the Arts,52,52,0,0,0,0,0
89,Bioinformatics,,,,,,,,
90,,Rackham,19,0,3,3,0,0,13
91,Biological Chemistry,,,,,,,,
92,,Rackham,11,0,2,6,0,0,3
93,Biology,,,,,,,,
94,,Literature Science & the Arts,81,81,0,0,0,0,0
95,Biomedical Engineering,,,,,,,,
96,,Engineering,87,87,0,0,0,0,0
97,,Rackham,108,0,61,25,0,0,22
98,Biomolecular Science,,,,,,,,
99,,Literature Science & the Arts,84,84,0,0,0,0,0
100,Biophysics,,,,,,,,
101,,Literature Science & the Arts,9,9,0,0,0,0,0
102,,Rackham,12,0,4,3,0,0,5
103,"Biopsychology, Cognition and Neuroscience",,,,,,,,
104,,Literature Science & the Arts,293,293,0,0,0,0,0
105,Biostatistics,,,,,,,,
106,,Rackham,40,0,24,12,0,0,4
107,"Brain, Behavior, and Cognitive Sciences",,,,,,,,
108,,Literature Science & the Arts,7,7,0,0,0,0,0
109,Business Administration,,,,,,,,
110,,Business Administration,1228,415,813,0,0,0,0
111,,Rackham,40,0,0,23,0,0,17
112,Cancer Biology,,,,,,,,
113,,Rackham,7,0,0,1,0,0,6
114,Cell and Developmental Biology,,,,,,,,
115,,Rackham,10,0,0,2,0,0,8
116,Cellular and Molecular Biology,,,,,,,,
117,,Literature Science & the Arts,120,120,0,0,0,0,0
118,,Rackham,30,0,1,21,0,0,8
119,Cellular Biotechnology,,,,,,,,
120,,Rackham,0,0,0,0,0,0,0
121,Chamber Music,,,,,,,,
122,,"Music, Theatre & Dance",4,0,4,0,0,0,0
123,Chamber Music (Strings),,,,,,,,
124,,"Music, Theatre & Dance",5,0,5,0,0,0,0
125,Chamber Music (Winds),,,,,,,,
126,,"Music, Theatre & Dance",4,0,4,0,0,0,0
127,Chemical Biology,,,,,,,,
128,,Rackham,26,0,6,9,0,0,11
129,Chemical Engineering,,,,,,,,
130,,Engineering,135,135,0,0,0,0,0
131,,Rackham,74,0,31,17,0,0,26
132,Chemistry,,,,,,,,
133,,Literature Science & the Arts,29,29,0,0,0,0,0
134,,Rackham,93,0,19,30,0,0,44
135,Child Welfare,,,,,,,,
136,,Social Work,0,0,0,0,0,0,0
137,Church Music,,,,,,,,
138,,"Music, Theatre & Dance",2,0,2,0,0,0,0
139,Civil Engineering,,,,,,,,
140,,Engineering,95,95,0,0,0,0,0
141,,Rackham,52,0,34,9,0,0,9
142,Classical Archaeology,,,,,,,,
143,,Literature Science & the Arts,6,6,0,0,0,0,0
144,Classical Art and Archaeology,,,,,,,,
145,,Rackham,7,0,3,4,0,0,0
146,Classical Civilization,,,,,,,,
147,,Literature Science & the Arts,5,5,0,0,0,0,0
148,Classical Language and Literature,,,,,,,,
149,,Literature Science & the Arts,1,1,0,0,0,0,0
150,Classical Studies,,,,,,,,
151,,Rackham,4,0,0,2,0,0,2
152,Classical Studies-Greek,,,,,,,,
153,,Rackham,1,0,1,0,0,0,0
154,Classical Studies-Latin,,,,,,,,
155,,Rackham,3,0,3,0,0,0,0
156,Clinical Research,,,,,,,,
157,,Rackham,10,0,10,0,0,0,0
158,Clinical Research Des and Statistical Analysis,,,,,,,,
159,,Rackham,3,0,3,0,0,0,0
160,Collaborative Piano,,,,,,,,
161,,"Music, Theatre & Dance",6,0,6,0,0,0,0
162,Communication,,,,,,,,
163,,Literature Science & the Arts,220,220,0,0,0,0,0
164,,Rackham,15,0,0,7,0,0,8
165,Community Health Nursing,,,,,,,,
166,,Rackham,1,0,1,0,0,0,0
167,Community Organization,,,,,,,,
168,,Social Work,54,0,54,0,0,0,0
169,Community/Public Health/Home Care Nursing,,,,,,,,
170,,Rackham,3,0,3,0,0,0,0
171,Comparative Literature,,,,,,,,
172,,Literature Science & the Arts,3,3,0,0,0,0,0
173,,Rackham,14,0,1,8,0,0,5
174,Complex Systems,,,,,,,,
175,,Rackham,0,0,0,0,0,0,0
176,Composition,,,,,,,,
177,,"Music, Theatre & Dance",11,5,6,0,0,0,0
178,Computational Discovery and Engineering,,,,,,,,
179,,Rackham,0,0,0,0,0,0,0
180,Computer Engineering,,,,,,,,
181,,Engineering,78,78,0,0,0,0,0
182,Computer Science,,,,,,,,
183,,Engineering,211,211,0,0,0,0,0
184,,Literature Science & the Arts,50,50,0,0,0,0,0
185,Computer Science and Engineering,,,,,,,,
186,,Rackham,125,0,70,19,0,0,36
187,Conducting (Band),,,,,,,,
188,,"Music, Theatre & Dance",1,0,1,0,0,0,0
189,Conducting (Choral),,,,,,,,
190,,"Music, Theatre & Dance",2,0,2,0,0,0,0
191,Conducting (Orchestral),,,,,,,,
192,,"Music, Theatre & Dance",1,0,1,0,0,0,0
193,Construction Engineering and Management,,,,,,,,
194,,Engineering,7,0,7,0,0,0,0
195,,Rackham,2,0,2,0,0,0,0
196,Creative Writing,,,,,,,,
197,,Rackham,22,0,22,0,0,0,0
198,Creative Writing - Literature,,,,,,,,
199,,Literature Science & the Arts,22,22,0,0,0,0,0
200,Dance,,,,,,,,
201,,"Music, Theatre & Dance",13,13,0,0,0,0,0
202,,Rackham,8,0,8,0,0,0,0
203,Dental Hygiene,,,,,,,,
204,,Dental Hygiene,37,37,0,0,0,0,0
205,,Rackham,1,0,1,0,0,0,0
206,Dentistry,,,,,,,,
207,,Dentistry,106,0,0,0,106,0,0
208,,,,,,,,,
209,Design & Production,,,,,,,,
210,,"Music, Theatre & Dance",14,14,0,0,0,0,0
211,Design Science,,,,,,,,
212,,Rackham,4,0,0,1,0,0,3
213,Drama,,,,,,,,
214,,Literature Science & the Arts,6,6,0,0,0,0,0
215,Earth and Environmental Sciences,,,,,,,,
216,,Literature Science & the Arts,25,25,0,0,0,0,0
217,,Rackham,21,0,3,4,0,0,14
218,Earth System Science,,,,,,,,
219,,Literature Science & the Arts,1,1,0,0,0,0,0
220,Earth Systems Science and Engineering,,,,,,,,
221,,Engineering,14,14,0,0,0,0,0
222,Ecology and Evolutionary Biology,,,,,,,,
223,,Literature Science & the Arts,46,46,0,0,0,0,0
224,,Rackham,33,0,11,11,0,0,11
225,Economics,,,,,,,,
226,,Literature Science & the Arts,487,487,0,0,0,0,0
227,,Rackham,69,0,28,15,0,0,26
228,Education and Psychology,,,,,,,,
229,,Rackham,11,0,0,5,0,0,6
230,Educational Studies,,,,,,,,
231,,Rackham,158,0,134,11,0,0,13
232,Education-Secondary,,,,,,,,
233,,Education,33,33,0,0,0,0,0
234,Electrical Engineering,,,,,,,,
235,,Engineering,128,128,0,0,0,0,0
236,,Rackham,171,0,107,33,0,0,31
237,Electrical Engineering-Systems,,,,,,,,
238,,Rackham,122,0,92,16,0,0,14
239,Elementary Education,,,,,,,,
240,,Education,51,51,0,0,0,0,0
241,Endodontics,,,,,,,,
242,,Rackham,4,0,4,0,0,0,0
243,Energy Systems Engineering,,,,,,,,
244,,Engineering,58,0,58,0,0,0,0
245,Engineering,,,,,,,,
246,,Engineering,3,3,0,0,0,0,0
247,Engineering Education Research,,,,,,,,
248,,Rackham,0,0,0,0,0,0,0
249,Engineering Physics,,,,,,,,
250,,Engineering,10,10,0,0,0,0,0
251,English,,,,,,,,
252,,Literature Science & the Arts,233,233,0,0,0,0,0
253,English & Women's Studies,,,,,,,,
254,,Rackham,3,0,0,1,0,0,2
255,English and Education,,,,,,,,
256,,Rackham,8,0,0,4,0,0,4
257,English Language and Literature,,,,,,,,
258,,Rackham,28,0,13,6,0,0,9
259,Entrepreneurship,,,,,,,,
260,,Graduate Joined Deg Programs,17,0,17,0,0,0,0
261,Environment,,,,,,,,
262,,Literature Science & the Arts,113,113,0,0,0,0,0
263,Environmental Engineering,,,,,,,,
264,,Engineering,6,6,0,0,0,0,0
265,,Rackham,21,0,14,3,0,0,4
266,Environmental Health Sciences,,,,,,,,
267,,Public Health,29,0,28,1,0,0,0
268,,Rackham,15,0,4,7,0,0,4
269,Epidemiological Science,,,,,,,,
270,,Rackham,21,0,0,10,0,0,11
271,Epidemiology,,,,,,,,
272,,Public Health,44,0,44,0,0,0,0
273,Epidemiology International Health,,,,,,,,
274,,Public Health,8,0,8,0,0,0,0
275,European and European Union Studies,,,,,,,,
276,,Rackham,0,0,0,0,0,0,0
277,Evolutionary Anthropology,,,,,,,,
278,,Literature Science & the Arts,40,40,0,0,0,0,0
279,Family Nurse Practitioner,,,,,,,,
280,,Rackham,15,0,15,0,0,0,0
281,Family Psych Mental Health NursePractitioner,,,,,,,,
282,,Rackham,7,0,7,0,0,0,0
283,Financial Engineering,,,,,,,,
284,,Rackham,49,0,49,0,0,0,0
285,Foundations of Public Health,,,,,,,,
286,,Public Health,0,0,0,0,0,0,0
287,French,,,,,,,,
288,,Literature Science & the Arts,31,31,0,0,0,0,0
289,General Biology,,,,,,,,
290,,Literature Science & the Arts,39,39,0,0,0,0,0
291,General Studies,,,,,,,,
292,,Literature Science & the Arts,74,74,0,0,0,0,0
293,Genetic Counseling,,,,,,,,
294,,Rackham,7,0,7,0,0,0,0
295,Geological Science,,,,,,,,
296,,Literature Science & the Arts,7,7,0,0,0,0,0
297,Geology,,,,,,,,
298,,Rackham,8,0,5,2,0,0,1
299,German,,,,,,,,
300,,Literature Science & the Arts,54,54,0,0,0,0,0
301,Germanic Language and Literature,,,,,,,,
302,,Rackham,9,0,4,3,0,0,2
303,Global Automotive and Manufacturing Engineering,,,,,,,,
304,,Engineering,32,0,32,0,0,0,0
305,Greek and Roman History,,,,,,,,
306,,Rackham,4,0,0,2,0,0,2
307,Health and Health Care Research,,,,,,,,
308,,Rackham,18,0,18,0,0,0,0
309,Health Behavior and Health Education,,,,,,,,
310,,Public Health,81,0,81,0,0,0,0
311,,Rackham,13,0,0,7,0,0,6
312,Health Informatics,,,,,,,,
313,,Graduate Joined Deg Programs,14,0,14,0,0,0,0
314,Health Management and Policy,,,,,,,,
315,,Public Health,80,0,80,0,0,0,0
316,Health Service Organizations and Policy,,,,,,,,
317,,Rackham,8,0,0,2,0,0,6
318,Health Services Research,,,,,,,,
319,,Rackham,2,0,2,0,0,0,0
320,Hebrew and Jewish Cultural Studies,,,,,,,,
321,,Literature Science & the Arts,8,8,0,0,0,0,0
322,Higher Education,,,,,,,,
323,,Rackham,64,0,44,10,0,0,10
324,History,,,,,,,,
325,,Literature Science & the Arts,178,178,0,0,0,0,0
326,,Rackham,29,0,4,7,0,0,18
327,History and Women's Studies,,,,,,,,
328,,Rackham,6,0,0,3,0,0,3
329,History of Art,,,,,,,,
330,,Literature Science & the Arts,51,51,0,0,0,0,0
331,,Rackham,12,0,2,5,0,0,5
332,Hospital and Molecular Epidemiology,,,,,,,,
333,,Public Health,18,0,18,0,0,0,0
334,Human Computer Interaction,,,,,,,,
335,,Graduate Information,85,0,85,0,0,0,0
336,Human Genetics,,,,,,,,
337,,Rackham,14,0,5,6,0,0,3
338,Human Nutrition,,,,,,,,
339,,Public Health,17,0,17,0,0,0,0
340,Immunology,,,,,,,,
341,,Rackham,8,0,0,4,0,0,4
342,Improvisation,,,,,,,,
343,,"Music, Theatre & Dance",5,0,5,0,0,0,0
344,Independent Interdependent Degree Program,,,,,,,,
345,,Rackham,15,0,0,8,0,0,7
346,Individualized Concentration,,,,,,,,
347,,Literature Science & the Arts,18,18,0,0,0,0,0
348,Industrial and Operations Engineering,,,,,,,,
349,,Engineering,209,209,0,0,0,0,0
350,,Rackham,132,0,103,13,0,0,16
351,Industrial Ecology,,,,,,,,
352,,Rackham,0,0,0,0,0,0,0
353,Industrial Health,,,,,,,,
354,,Rackham,1,0,0,1,0,0,0
355,Informatics,,,,,,,,
356,,Literature Science & the Arts,68,68,0,0,0,0,0
357,Information,,,,,,,,
358,,Rackham,15,0,2,6,0,0,7
359,Information Analysis and Retrieval,,,,,,,,
360,,Graduate Information,29,0,29,0,0,0,0
361,Information Economics for Management,,,,,,,,
362,,Graduate Information,6,0,6,0,0,0,0
363,Information Policy,,,,,,,,
364,,Graduate Information,2,0,2,0,0,0,0
365,Interarts Performance,,,,,,,,
366,,Undergraduate Joined Deg Prog,4,4,0,0,0,0,0
367,Interdisciplinary Astronomy,,,,,,,,
368,,Literature Science & the Arts,3,3,0,0,0,0,0
369,Interdisciplinary Chemical Sciences,,,,,,,,
370,,Literature Science & the Arts,1,1,0,0,0,0,0
371,Interdisciplinary Physics,,,,,,,,
372,,Literature Science & the Arts,17,17,0,0,0,0,0
373,International Studies,,,,,,,,
374,,Literature Science & the Arts,239,239,0,0,0,0,0
375,International Tax,,,,,,,,
376,,Law,8,0,8,0,0,0,0
377,Interpersonal Practice,,,,,,,,
378,,Social Work,231,0,231,0,0,0,0
379,Italian,,,,,,,,
380,,Literature Science & the Arts,4,4,0,0,0,0,0
381,Jazz and Contemplative Studies,,,,,,,,
382,,"Music, Theatre & Dance",5,5,0,0,0,0,0
383,Jazz Studies,,,,,,,,
384,,"Music, Theatre & Dance",5,5,0,0,0,0,0
385,Judaic Studies,,,,,,,,
386,,Literature Science & the Arts,4,4,0,0,0,0,0
387,,Rackham,2,0,2,0,0,0,0
388,Kinesiology,,,,,,,,
389,,Rackham,35,0,26,4,0,0,5
390,Landscape Architecture,,,,,,,,
391,,Rackham,12,0,12,0,0,0,0
392,Latin,,,,,,,,
393,,Literature Science & the Arts,4,4,0,0,0,0,0
394,Latin America and Caribbean Studies,,,,,,,,
395,,Literature Science & the Arts,5,5,0,0,0,0,0
396,Latino Studies,,,,,,,,
397,,Literature Science & the Arts,1,1,0,0,0,0,0
398,Law,,,,,,,,
399,,Law,425,0,33,2,390,0,0
400,Lesbian/Gay/Bisexual/Transgender Queer Studies,,,,,,,,
401,,Rackham,0,0,0,0,0,0,0
402,Library and Information Science,,,,,,,,
403,,Graduate Information,31,0,31,0,0,0,0
404,Linguistics,,,,,,,,
405,,Literature Science & the Arts,50,50,0,0,0,0,0
406,,Rackham,14,0,6,4,0,0,4
407,Macromolecular Science and Engineering,,,,,,,,
408,,Rackham,23,0,10,9,0,0,4
409,Management of Human Services,,,,,,,,
410,,Social Work,40,0,40,0,0,0,0
411,Manufacturing,,,,,,,,
412,,Engineering,15,0,14,0,0,0,1
413,Materials Science and Engineering,,,,,,,,
414,,Engineering,50,50,0,0,0,0,0
415,,Rackham,72,0,26,19,0,0,27
416,Mathematics,,,,,,,,
417,,Literature Science & the Arts,193,193,0,0,0,0,0
418,,Rackham,61,0,27,21,0,0,13
419,Mechanical Engineering,,,,,,,,
420,,Engineering,260,260,0,0,0,0,0
421,,Rackham,198,0,95,56,0,0,47
422,Media Arts,,,,,,,,
423,,Rackham,1,0,1,0,0,0,0
424,Medicinal Chemistry,,,,,,,,
425,,Rackham,19,0,4,8,0,0,7
426,Medicine,,,,,,,,
427,,Medical,169,0,0,0,169,0,0
428,Medieval & Early Modern Studies,,,,,,,,
429,,Rackham,0,0,0,0,0,0,0
430,Microbiology,,,,,,,,
431,,Literature Science & the Arts,46,46,0,0,0,0,0
432,Microbiology and Immunology,,,,,,,,
433,,Rackham,17,0,6,5,0,0,6
434,Middle Eastern & North African Studies,,,,,,,,
435,,Literature Science & the Arts,4,4,0,0,0,0,0
436,Modern Greek,,,,,,,,
437,,Literature Science & the Arts,6,6,0,0,0,0,0
438,Modern Middle Eastern and North African Studies,,,,,,,,
439,,Rackham,6,0,6,0,0,0,0
440,Molecular and Cellular Pathology,,,,,,,,
441,,Rackham,20,0,0,4,0,0,16
442,Molecular and Integrative Physiology,,,,,,,,
443,,Rackham,14,0,1,6,0,0,7
444,"Molecular, Cellular and Developmental Biology",,,,,,,,
445,,Rackham,29,0,5,13,0,0,11
446,Movement Science,,,,,,,,
447,,Kinesiology,132,132,0,0,0,0,0
448,Museum Studies,,,,,,,,
449,,Rackham,0,0,0,0,0,0,0
450,Music,,,,,,,,
451,,Literature Science & the Arts,7,7,0,0,0,0,0
452,Music and Technology,,,,,,,,
453,,"Music, Theatre & Dance",1,1,0,0,0,0,0
454,Music Composition,,,,,,,,
455,,Rackham,11,0,2,4,0,0,5
456,Music Composition and Theory,,,,,,,,
457,,Rackham,1,0,0,0,0,0,1
458,Music Conducting,,,,,,,,
459,,Rackham,8,0,0,6,0,0,2
460,Music Education,,,,,,,,
461,,"Music, Theatre & Dance",16,6,10,0,0,0,0
462,Music History,,,,,,,,
463,,"Music, Theatre & Dance",1,1,0,0,0,0,0
464,Music Performance,,,,,,,,
465,,"Music, Theatre & Dance",1,1,0,0,0,0,0
466,,Rackham,39,0,0,18,0,0,21
467,Music Theatre,,,,,,,,
468,,"Music, Theatre & Dance",24,24,0,0,0,0,0
469,Music Theory,,,,,,,,
470,,"Music, Theatre & Dance",2,2,0,0,0,0,0
471,,Rackham,2,0,0,0,0,0,2
472,Music Theory Pedagogy,,,,,,,,
473,,Rackham,0,0,0,0,0,0,0
474,Music: Music Education,,,,,,,,
475,,Rackham,3,0,0,1,0,0,2
476,Music: Musicology,,,,,,,,
477,,Rackham,9,0,1,6,0,0,2
478,Nanoscience and Technology,,,,,,,,
479,,Rackham,0,0,0,0,0,0,0
480,Natural Resources and Environment,,,,,,,,
481,,Rackham,166,0,147,11,0,0,8
482,Naval Architecture and Marine Engineering,,,,,,,,
483,,Engineering,46,46,0,0,0,0,0
484,,Rackham,64,0,43,12,0,0,9
485,Near Eastern Civilizations,,,,,,,,
486,,Literature Science & the Arts,2,2,0,0,0,0,0
487,Near Eastern Studies,,,,,,,,
488,,Rackham,10,0,1,6,0,0,1
489,Neuroscience,,,,,,,,
490,,Literature Science & the Arts,300,300,0,0,0,0,0
491,,Rackham,25,0,6,9,0,0,10
492,Nuclear Engineering and Radiological Sciences,,,,,,,,
493,,Engineering,30,30,0,0,0,0,0
494,,Rackham,54,0,19,20,0,0,15
495,Nurse Midwife,,,,,,,,
496,,Rackham,8,0,8,0,0,0,0
497,Nurse Midwife & Family Nurse Practitioner,,,,,,,,
498,,Rackham,1,0,1,0,0,0,0
499,Nurse Midwife & Primary Care Pediatric Nurse Pract,,,,,,,,
500,,Rackham,1,0,1,0,0,0,0
501,Nursing,,,,,,,,
502,,Graduate Nursing,2,0,0,2,0,0,0
503,,Nursing,138,138,0,0,0,0,0
504,,Rackham,23,0,0,9,0,0,14
505,Nursing Business and Health Systems,,,,,,,,
506,,Rackham,11,0,11,0,0,0,0
507,Nursing R. N.,,,,,,,,
508,,Nursing,1,1,0,0,0,0,0
509,Nutritional Science,,,,,,,,
510,,Rackham,6,0,3,1,0,0,2
511,Oral Health Sciences,,,,,,,,
512,,Rackham,2,0,0,2,0,0,0
513,Organizational Studies,,,,,,,,
514,,Literature Science & the Arts,59,59,0,0,0,0,0
515,Orthodontics,,,,,,,,
516,,Rackham,8,0,8,0,0,0,0
517,Pediatric Dentistry,,,,,,,,
518,,Rackham,6,0,6,0,0,0,0
519,Performance,,,,,,,,
520,,"Music, Theatre & Dance",112,60,51,0,0,1,0
521,Performing Arts Technology,,,,,,,,
522,,"Music, Theatre & Dance",5,5,0,0,0,0,0
523,Periodontics,,,,,,,,
524,,Rackham,1,0,1,0,0,0,0
525,Pharmaceutical Sciences,,,,,,,,
526,,Pharmacy,1,1,0,0,0,0,0
527,,Rackham,16,0,4,5,0,0,7
528,Pharmacology,,,,,,,,
529,,Rackham,8,0,1,5,0,0,2
530,Pharmacy,,,,,,,,
531,,Pharmacy,90,0,0,0,90,0,0
532,Philosophy,,,,,,,,
533,,Literature Science & the Arts,51,51,0,0,0,0,0
534,,Rackham,7,0,2,4,0,0,1
535,"Philosophy, Politics and Economics",,,,,,,,
536,,Literature Science & the Arts,11,11,0,0,0,0,0
537,Physical Education,,,,,,,,
538,,Kinesiology,3,3,0,0,0,0,0
539,Physical Education Teacher Education,,,,,,,,
540,,Kinesiology,3,3,0,0,0,0,0
541,Physics,,,,,,,,
542,,Literature Science & the Arts,27,27,0,0,0,0,0
543,,Rackham,64,0,7,23,0,0,34
544,Physiology,,,,,,,,
545,,Rackham,23,0,23,0,0,0,0
546,Piano Pedagogy and Performance,,,,,,,,
547,,"Music, Theatre & Dance",1,0,1,0,0,0,0
548,Plant Biology,,,,,,,,
549,,Literature Science & the Arts,1,1,0,0,0,0,0
550,Plasma Science and Engineering,,,,,,,,
551,,Rackham,0,0,0,0,0,0,0
552,Polish,,,,,,,,
553,,Literature Science & the Arts,1,1,0,0,0,0,0
554,Political Science,,,,,,,,
555,,Literature Science & the Arts,394,394,0,0,0,0,0
556,,Rackham,26,0,10,8,0,0,8
557,Preservation of Information,,,,,,,,
558,,Graduate Information,18,0,18,0,0,0,0
559,Primary Care Pediatric Nurse Practitioner,,,,,,,,
560,,Rackham,11,0,11,0,0,0,0
561,Psychology,,,,,,,,
562,,Literature Science & the Arts,518,518,0,0,0,0,0
563,,Rackham,94,0,41,25,0,0,28
564,Psychology & Women's Studies,,,,,,,,
565,,Rackham,5,0,0,2,0,0,3
566,Public Administration,,,,,,,,
567,,Rackham,5,0,5,0,0,0,0
568,Public Policy,,,,,,,,
569,,Public Policy,63,63,0,0,0,0,0
570,,Rackham,91,0,91,0,0,0,0
571,Public Policy and Economics,,,,,,,,
572,,Rackham,9,0,0,6,0,0,3
573,Public Policy and Political Science,,,,,,,,
574,,Rackham,3,0,0,3,0,0,0
575,Public Policy and Sociology,,,,,,,,
576,,Rackham,2,0,0,0,0,0,2
577,Real Estate Development,,,,,,,,
578,,Rackham,0,0,0,0,0,0,0
579,Restorative Dentistry,,,,,,,,
580,,Rackham,6,0,6,0,0,0,0
581,Risk Science and Human Health,,,,,,,,
582,,Public Health,0,0,0,0,0,0,0
583,Robotics and Autonomous Vehicles,,,,,,,,
584,,Engineering,4,0,4,0,0,0,0
585,Romance Language and Literature French,,,,,,,,
586,,Rackham,2,0,0,1,0,0,1
587,Romance Language and Literature Italian,,,,,,,,
588,,Rackham,3,0,0,1,0,0,2
589,Romance Language and Literature Spanish,,,,,,,,
590,,Rackham,8,0,2,2,0,0,4
591,Romance Languages and Literatures,,,,,,,,
592,,Literature Science & the Arts,5,5,0,0,0,0,0
593,Russian,,,,,,,,
594,,Literature Science & the Arts,5,5,0,0,0,0,0
595,"Russian, East European and Eurasian Studies",,,,,,,,
596,,Literature Science & the Arts,7,7,0,0,0,0,0
597,,Rackham,7,0,7,0,0,0,0
598,School Library Media,,,,,,,,
599,,Graduate Information,2,0,2,0,0,0,0
600,"Science, Technology and Public Policy",,,,,,,,
601,,Rackham,0,0,0,0,0,0,0
602,"Science, Technology, and Society",,,,,,,,
603,,Rackham,0,0,0,0,0,0,0
604,Scientific Computing,,,,,,,,
605,,Rackham,2,0,0,2,0,0,0
606,Screen Arts and Cultures,,,,,,,,
607,,Literature Science & the Arts,113,113,0,0,0,0,0
608,,Rackham,4,0,0,2,0,0,2
609,Second Career Nursing,,,,,,,,
610,,Nursing,56,56,0,0,0,0,0
611,Slavic Language and Literature,,,,,,,,
612,,Rackham,6,0,0,3,0,0,3
613,Social and Administrative Sciences,,,,,,,,
614,,Rackham,4,0,0,1,0,0,3
615,Social Computing,,,,,,,,
616,,Graduate Information,3,0,3,0,0,0,0
617,Social Policy and Evaluation,,,,,,,,
618,,Social Work,20,0,20,0,0,0,0
619,Social Theory and Practice,,,,,,,,
620,,Literature Science & the Arts,10,10,0,0,0,0,0
621,Social Work and Anthropology,,,,,,,,
622,,Rackham,4,0,0,3,0,0,1
623,Social Work and Economics,,,,,,,,
624,,Rackham,1,0,0,1,0,0,0
625,Social Work and Political Science,,,,,,,,
626,,Rackham,2,0,0,1,0,0,1
627,Social Work and Psychology,,,,,,,,
628,,Rackham,9,0,0,6,0,0,3
629,Social Work and Sociology,,,,,,,,
630,,Rackham,3,0,0,1,0,0,2
631,Sociology,,,,,,,,
