,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
480,Nutritional Science,,,,,,,,
481,,Rackham,1,0,1,0,0,0,0
482,Oral Health Sciences,,,,,,,,
483,,Rackham,7,0,0,5,0,0,2
484,Organizational Studies,,,,,,,,
485,,Literature Science & the Arts,45,45,0,0,0,0,0
486,Orthodontics,,,,,,,,
487,,Rackham,6,0,6,0,0,0,0
488,Parent-Child Nursing,,,,,,,,
489,,Rackham,14,0,14,0,0,0,0
490,Pediatric Dentistry,,,,,,,,
491,,Rackham,6,0,6,0,0,0,0
492,Performance,,,,,,,,
493,,"Music, Theatre & Dance",130,79,46,0,0,5,0
494,Performing Arts Technology,,,,,,,,
495,,"Music, Theatre & Dance",10,10,0,0,0,0,0
496,Periodontics,,,,,,,,
497,,Rackham,4,0,4,0,0,0,0
498,Pharmaceutical Engineering,,,,,,,,
499,,Engineering,9,0,9,0,0,0,0
500,Pharmaceutical Sciences,,,,,,,,
501,,Pharmacy,1,1,0,0,0,0,0
502,,Rackham,25,0,9,9,0,0,7
503,Pharmacology,,,,,,,,
504,,Rackham,15,0,1,5,0,0,9
505,Pharmacy,,,,,,,,
506,,Pharmacy,62,0,0,0,62,0,0
507,Philosophy,,,,,,,,
508,,Literature Science & the Arts,42,42,0,0,0,0,0
509,,Rackham,14,0,3,7,0,0,4
510,Physical Education Teacher Education,,,,,,,,
511,,Kinesiology,11,11,0,0,0,0,0
512,Physics,,,,,,,,
513,,Literature Science & the Arts,29,29,0,0,0,0,0
514,,Rackham,46,0,3,17,0,0,26
515,Piano Pedagogy and Performance,,,,,,,,
516,,"Music, Theatre & Dance",1,0,1,0,0,0,0
517,Plant Biology,,,,,,,,
518,,Literature Science & the Arts,1,1,0,0,0,0,0
519,Plasma Science and Engineering,,,,,,,,
520,,Rackham,0,0,0,0,0,0,0
521,Polish,,,,,,,,
522,,Literature Science & the Arts,2,2,0,0,0,0,0
523,Political Science,,,,,,,,
524,,Literature Science & the Arts,423,423,0,0,0,0,0
525,,Rackham,44,0,14,11,0,0,19
526,Preservation of Information,,,,,,,,
527,,Graduate Information,22,0,22,0,0,0,0
528,Prosthodontics,,,,,,,,
529,,Rackham,3,0,3,0,0,0,0
530,Psychiatric Mental Health Nursing,,,,,,,,
531,,Rackham,5,0,5,0,0,0,0
532,Psychology,,,,,,,,
533,,Literature Science & the Arts,446,446,0,0,0,0,0
534,,Rackham,67,0,21,25,0,0,21
535,Psychology & Women's Studies,,,,,,,,
536,,Rackham,5,0,0,3,0,0,2
537,Public Administration,,,,,,,,
538,,Rackham,8,0,8,0,0,0,0
539,Public Policy,,,,,,,,
540,,Public Policy,51,51,0,0,0,0,0
541,,Rackham,81,0,81,0,0,0,0
542,Public Policy and Economics,,,,,,,,
543,,Rackham,6,0,0,2,0,0,4
544,Public Policy and Political Science,,,,,,,,
545,,Rackham,5,0,0,2,0,0,3
546,Public Policy and Sociology,,,,,,,,
547,,Rackham,4,0,0,3,0,0,1
548,Real Estate Development,,,,,,,,
549,,Rackham,0,0,0,0,0,0,0
550,Restorative Dentistry,,,,,,,,
551,,Rackham,9,0,9,0,0,0,0
552,Robotics and Autonomous Vehicles,,,,,,,,
553,,Engineering,5,0,5,0,0,0,0
554,Romance Language and Literature French,,,,,,,,
555,,Rackham,3,0,0,1,0,0,2
556,Romance Language and Literature Italian,,,,,,,,
557,,Rackham,1,0,0,0,0,0,1
558,Romance Language and Literature Spanish,,,,,,,,
559,,Rackham,13,0,3,4,0,0,6
560,Romance Languages and Literatures,,,,,,,,
561,,Literature Science & the Arts,7,7,0,0,0,0,0
562,Russian,,,,,,,,
563,,Literature Science & the Arts,2,2,0,0,0,0,0
564,"Russian, East European and Eurasian Studies",,,,,,,,
565,,Literature Science & the Arts,3,3,0,0,0,0,0
566,,Rackham,6,0,6,0,0,0,0
567,School Library Media,,,,,,,,
568,,Graduate Information,4,0,4,0,0,0,0
569,"Science, Technology and Public Policy",,,,,,,,
570,,Rackham,0,0,0,0,0,0,0
571,"Science, Technology, and Society",,,,,,,,
572,,Rackham,0,0,0,0,0,0,0
573,Scientific Computing,,,,,,,,
574,,Rackham,7,0,0,7,0,0,0
575,Screen Arts and Cultures,,,,,,,,
576,,Literature Science & the Arts,87,87,0,0,0,0,0
577,,Rackham,2,0,0,0,0,0,2
578,Second Career Nursing,,,,,,,,
579,,Nursing,70,70,0,0,0,0,0
580,Slavic Language and Literature,,,,,,,,
581,,Rackham,2,0,1,0,0,0,1
582,Social and Administrative Sciences,,,,,,,,
583,,Rackham,3,0,0,1,0,0,2
584,Social Anthropology,,,,,,,,
585,,Literature Science & the Arts,3,3,0,0,0,0,0
586,Social Computing,,,,,,,,
587,,Graduate Information,4,0,4,0,0,0,0
588,Social Policy and Evaluation,,,,,,,,
589,,Social Work,34,0,34,0,0,0,0
590,Social Science,,,,,,,,
591,,Literature Science & the Arts,1,1,0,0,0,0,0
592,Social Theory and Practice,,,,,,,,
593,,Literature Science & the Arts,9,9,0,0,0,0,0
594,Social Work and Social Science,,,,,,,,
595,,Rackham,20,0,0,12,0,0,8
596,Sociology,,,,,,,,
597,,Literature Science & the Arts,155,155,0,0,0,0,0
598,,Rackham,23,0,4,9,0,0,10
599,Sound Engineering,,,,,,,,
600,,"Music, Theatre & Dance",1,1,0,0,0,0,0
601,South Asian Studies,,,,,,,,
602,,Rackham,2,0,2,0,0,0,0
603,Southeast Asian Studies,,,,,,,,
604,,Rackham,4,0,4,0,0,0,0
605,Space Engineering,,,,,,,,
606,,Engineering,28,0,28,0,0,0,0
607,Spanish,,,,,,,,
608,,Literature Science & the Arts,129,129,0,0,0,0,0
609,Spatial Analysis,,,,,,,,
610,,Rackham,0,0,0,0,0,0,0
611,Sport Management,,,,,,,,
612,,Kinesiology,93,93,0,0,0,0,0
613,Sport Management and Communications,,,,,,,,
614,,Kinesiology,2,2,0,0,0,0,0
615,Statistics,,,,,,,,
616,,Literature Science & the Arts,29,29,0,0,0,0,0
617,,Rackham,37,0,22,8,0,0,7
618,Structural Engineering,,,,,,,,
619,,Engineering,1,0,1,0,0,0,0
620,Supply Chain Management,,,,,,,,
621,,Business Administration,17,0,17,0,0,0,0
622,Survey Methodology,,,,,,,,
623,,Rackham,13,0,7,3,0,0,3
624,Tailored,,,,,,,,
625,,Graduate Information,20,0,20,0,0,0,0
626,Theatre,,,,,,,,
627,,"Music, Theatre & Dance",25,25,0,0,0,0,0
628,Theatre and Drama,,,,,,,,
629,,Literature Science & the Arts,1,1,0,0,0,0,0
630,Toxicology,,,,,,,,
631,,Rackham,11,0,2,1,0,0,8
632,Unclassified,,,,,,,,
633,,Social Work,0,0,0,0,0,0,0
634,Urban and Regional Planning,,,,,,,,
635,,Rackham,75,0,68,3,0,0,4
636,Urban Design,,,,,,,,
637,,Architecture & Urban Planning,10,0,10,0,0,0,0
638,Urban Planning,,,,,,,,
639,,Rackham,2,0,2,0,0,0,0
640,Women's Studies,,,,,,,,
