,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
57,Art and Design,,,,,,,,
58,,Art and Design,94,94,0,0,0,0,0
59,Arts and Ideas,,,,,,,,
60,,Literature Science & the Arts,8,8,0,0,0,0,0
61,Asian Languages and Cultures,,,,,,,,
62,,Rackham,11,0,2,2,0,0,7
63,Asian Studies,,,,,,,,
64,,Literature Science & the Arts,51,51,0,0,0,0,0
65,Asian Studies: China,,,,,,,,
66,,Rackham,2,0,2,0,0,0,0
67,Asian Studies: Japan,,,,,,,,
68,,Rackham,7,0,7,0,0,0,0
69,Astronomy and Astrophysics,,,,,,,,
70,,Literature Science & the Arts,5,5,0,0,0,0,0
71,,Rackham,17,0,5,7,0,0,5
72,Athletic Training,,,,,,,,
73,,Kinesiology,10,10,0,0,0,0,0
74,Atmospheric and Space Science,,,,,,,,
75,,Rackham,11,0,7,4,0,0,0
76,"Atmospheric, Oceanic and Space Sciences",,,,,,,,
77,,Rackham,9,0,9,0,0,0,0
78,Automotive Engineering,,,,,,,,
79,,Engineering,10,0,10,0,0,0,0
80,Biochemistry,,,,,,,,
81,,Literature Science & the Arts,51,51,0,0,0,0,0
82,Bioinformatics,,,,,,,,
83,,Rackham,10,0,6,2,0,0,2
84,Biological Chemistry,,,,,,,,
85,,Rackham,17,0,0,7,0,0,10
86,Biology,,,,,,,,
87,,Literature Science & the Arts,115,115,0,0,0,0,0
88,,Rackham,2,0,0,2,0,0,0
89,Biomedical Engineering,,,,,,,,
90,,Engineering,76,76,0,0,0,0,0
91,,Rackham,101,0,59,23,0,0,19
92,Biophysics,,,,,,,,
93,,Literature Science & the Arts,5,5,0,0,0,0,0
94,,Rackham,17,0,2,6,0,0,9
95,Biopsychology and Cognitive Science,,,,,,,,
96,,Literature Science & the Arts,1,1,0,0,0,0,0
97,Biostatistics,,,,,,,,
98,,Rackham,45,0,25,9,0,0,11
99,"Brain, Behavior, and Cognitive Sciences",,,,,,,,
100,,Literature Science & the Arts,233,233,0,0,0,0,0
101,Business Administration,,,,,,,,
102,,Business Administration,1070,350,720,0,0,0,0
103,Business Administration,,,,,,,,
104,,Rackham,40,0,1,19,0,0,20
105,Cell and Developmental Biology,,,,,,,,
106,,Rackham,10,0,0,7,0,0,3
107,Cellular and Molecular Biology,,,,,,,,
108,,Literature Science & the Arts,106,106,0,0,0,0,0
109,,Rackham,40,0,0,15,0,0,25
110,Cellular Biotechnology,,,,,,,,
111,,Rackham,0,0,0,0,0,0,0
112,Chamber Music (Strings),,,,,,,,
113,,"Music, Theatre & Dance",1,0,1,0,0,0,0
114,Chamber Music (Winds),,,,,,,,
115,,"Music, Theatre & Dance",5,0,5,0,0,0,0
116,Chemical Biology,,,,,,,,
117,,Rackham,12,0,0,2,0,0,10
118,Chemical Engineering,,,,,,,,
119,,Engineering,128,128,0,0,0,0,0
120,,Rackham,44,0,19,15,0,0,10
121,Chemistry,,,,,,,,
122,,Literature Science & the Arts,31,31,0,0,0,0,0
123,,Rackham,71,0,20,21,0,0,30
124,Civil Engineering,,,,,,,,
125,,Engineering,84,84,0,0,0,0,0
126,,Rackham,32,0,19,9,0,0,4
127,Classical Archaeology,,,,,,,,
128,,Literature Science & the Arts,7,7,0,0,0,0,0
129,Classical Art and Archaeology,,,,,,,,
130,,Rackham,3,0,0,3,0,0,0
131,Classical Civilization,,,,,,,,
132,,Literature Science & the Arts,18,18,0,0,0,0,0
133,Classical Language and Literature,,,,,,,,
134,,Literature Science & the Arts,10,10,0,0,0,0,0
135,Classical Studies,,,,,,,,
136,,Rackham,7,0,1,6,0,0,0
137,Classical Studies-Greek,,,,,,,,
138,,Rackham,1,0,1,0,0,0,0
139,Classical Studies-Latin,,,,,,,,
140,,Rackham,4,0,4,0,0,0,0
141,Clinical Research,,,,,,,,
142,,Rackham,10,0,10,0,0,0,0
143,Clinical Research Des and Statistical Analysis,,,,,,,,
144,,Rackham,11,0,11,0,0,0,0
145,Cognitive Science and Cognitive Neuroscience,,,,,,,,
146,,Rackham,0,0,0,0,0,0,0
147,Collaborative Piano,,,,,,,,
148,,"Music, Theatre & Dance",3,0,3,0,0,0,0
149,Communication,,,,,,,,
150,,Literature Science & the Arts,208,208,0,0,0,0,0
151,,Rackham,15,0,0,5,0,0,10
152,Community Health Nursing,,,,,,,,
153,,Rackham,20,0,20,0,0,0,0
154,Community Organization,,,,,,,,
155,,Social Work,40,0,40,0,0,0,0
156,Comparative Literature,,,,,,,,
157,,Literature Science & the Arts,10,10,0,0,0,0,0
158,,Rackham,12,0,1,3,0,0,8
159,Complex Systems,,,,,,,,
160,,Rackham,0,0,0,0,0,0,0
161,Composition,,,,,,,,
162,,"Music, Theatre & Dance",3,1,2,0,0,0,0
163,Computer Engineering,,,,,,,,
164,,Engineering,74,74,0,0,0,0,0
165,Computer Science,,,,,,,,
166,,Engineering,109,109,0,0,0,0,0
167,,Literature Science & the Arts,34,34,0,0,0,0,0
168,Computer Science and Engineering,,,,,,,,
169,,Rackham,119,0,69,21,0,0,29
170,Concurrent Marine Design,,,,,,,,
171,,Engineering,7,0,7,0,0,0,0
172,Conducting (Band),,,,,,,,
173,,"Music, Theatre & Dance",1,0,1,0,0,0,0
174,Conducting (Orchestral),,,,,,,,
175,,"Music, Theatre & Dance",3,0,3,0,0,0,0
176,Construction Engineering and Management,,,,,,,,
177,,Engineering,8,0,8,0,0,0,0
178,,Rackham,1,0,1,0,0,0,0
179,Creative Writing,,,,,,,,
180,,Rackham,25,0,25,0,0,0,0
181,Creative Writing - Literature,,,,,,,,
182,,Literature Science & the Arts,23,23,0,0,0,0,0
183,Dance,,,,,,,,
184,,"Music, Theatre & Dance",13,13,0,0,0,0,0
185,,Rackham,2,0,2,0,0,0,0
186,Dental Hygiene,,,,,,,,
187,,Dental Hygiene,36,36,0,0,0,0,0
188,,Rackham,1,0,1,0,0,0,0
189,Dentistry,,,,,,,,
190,,Dentistry,112,0,0,0,112,0,0
191,Design & Production,,,,,,,,
192,,"Music, Theatre & Dance",6,6,0,0,0,0,0
193,Design Science,,,,,,,,
194,,Rackham,4,0,0,1,0,0,3
195,"Development, Psychopathology & Mental Health",,,,,,,,
196,,Rackham,0,0,0,0,0,0,0
197,Drama,,,,,,,,
198,,Literature Science & the Arts,1,1,0,0,0,0,0
199,Earth Sciences,,,,,,,,
200,,Literature Science & the Arts,12,12,0,0,0,0,0
201,Earth System Science,,,,,,,,
202,,Literature Science & the Arts,1,1,0,0,0,0,0
203,Earth Systems Science and Engineering,,,,,,,,
204,,Engineering,16,16,0,0,0,0,0
205,Ecology and Evolutionary Biology,,,,,,,,
206,,Literature Science & the Arts,36,36,0,0,0,0,0
207,,Rackham,23,0,7,11,0,0,5
208,Economics,,,,,,,,
209,,Literature Science & the Arts,521,521,0,0,0,0,0
210,,Rackham,72,0,31,18,0,0,23
211,Education,,,,,,,,
212,,Rackham,9,0,1,2,0,1,5
213,Education and Psychology,,,,,,,,
214,,Rackham,7,0,0,4,0,0,3
215,Educational Studies,,,,,,,,
216,,Rackham,173,0,131,14,0,0,28
217,Education-Secondary,,,,,,,,
218,,Education,46,46,0,0,0,0,0
219,Electrical Engineering,,,,,,,,
220,,Engineering,92,92,0,0,0,0,0
221,,Rackham,136,0,61,25,0,0,50
222,Electrical Engineering-Systems,,,,,,,,
223,,Rackham,66,0,43,9,0,0,14
224,Elementary Education,,,,,,,,
225,,Education,41,41,0,0,0,0,0
226,Endodontics,,,,,,,,
227,,Rackham,1,0,1,0,0,0,0
228,Energy Systems Engineering,,,,,,,,
229,,Engineering,19,0,19,0,0,0,0
230,Engineering,,,,,,,,
231,,Engineering,16,16,0,0,0,0,0
232,Engineering Physics,,,,,,,,
233,,Engineering,10,10,0,0,0,0,0
234,English,,,,,,,,
235,,Literature Science & the Arts,298,298,0,0,0,0,0
236,English & Women's Studies,,,,,,,,
237,,Rackham,1,0,0,1,0,0,0
238,English and Education,,,,,,,,
239,,Rackham,6,0,0,2,0,0,4
240,English Language and Literature,,,,,,,,
241,,Rackham,38,0,16,11,0,0,11
242,Environment,,,,,,,,
243,,Literature Science & the Arts,93,93,0,0,0,0,0
244,Environmental Engineering,,,,,,,,
245,,Rackham,17,0,7,4,0,0,6
246,Environmental Geosciences,,,,,,,,
247,,Literature Science & the Arts,5,5,0,0,0,0,0
248,Environmental Health Sciences,,,,,,,,
249,,Public Health,26,0,26,0,0,0,0
250,,Rackham,13,0,0,3,0,0,10
251,Epidemiological Science,,,,,,,,
252,,Rackham,30,0,1,10,0,0,19
253,Epidemiology,,,,,,,,
254,,Public Health,47,0,47,0,0,0,0
255,Evolutionary Anthropology,,,,,,,,
256,,Literature Science & the Arts,23,23,0,0,0,0,0
257,Film and Video Studies,,,,,,,,
258,,Literature Science & the Arts,6,6,0,0,0,0,0
259,Financial Engineering,,,,,,,,
260,,Rackham,52,0,52,0,0,0,0
261,Foundations of Public Health,,,,,,,,
262,,Public Health,0,0,0,0,0,0,0
263,French,,,,,,,,
264,,Literature Science & the Arts,39,39,0,0,0,0,0
265,General Biology,,,,,,,,
266,,Literature Science & the Arts,46,46,0,0,0,0,0
267,General Studies,,,,,,,,
268,,Art and Design,1,1,0,0,0,0,0
269,,Literature Science & the Arts,85,85,0,0,0,0,0
270,Geological Science,,,,,,,,
271,,Literature Science & the Arts,10,10,0,0,0,0,0
272,Geology,,,,,,,,
273,,Rackham,16,0,4,6,0,0,6
274,German,,,,,,,,
275,,Literature Science & the Arts,39,39,0,0,0,0,0
276,Germanic Language and Literature,,,,,,,,
277,,Rackham,5,0,0,2,0,0,3
278,Gerontological Nursing,,,,,,,,
279,,Rackham,3,0,3,0,0,0,0
280,Global Automotive and Manufacturing Engineering,,,,,,,,
281,,Engineering,39,0,39,0,0,0,0
282,Greek and Roman History,,,,,,,,
283,,Rackham,2,0,0,0,0,0,2
284,Health and Health Care Research,,,,,,,,
285,,Rackham,23,0,23,0,0,0,0
286,Health Behavior and Health Education,,,,,,,,
287,,Public Health,69,0,69,0,0,0,0
288,,Rackham,17,0,0,7,0,0,10
289,Health Management and Policy,,,,,,,,
290,,Public Health,74,0,74,0,0,0,0
291,Health Service Organizations and Policy,,,,,,,,
292,,Rackham,9,0,0,4,0,0,5
293,Hebrew and Jewish Cultural Studies,,,,,,,,
294,,Literature Science & the Arts,5,5,0,0,0,0,0
295,Higher Education,,,,,,,,
296,,Rackham,43,0,30,6,0,0,7
297,History,,,,,,,,
298,,Literature Science & the Arts,207,207,0,0,0,0,0
299,,Rackham,44,0,7,16,0,0,21
300,History and Women's Studies,,,,,,,,
301,,Rackham,5,0,0,2,0,0,3
302,History of Art,,,,,,,,
303,,Literature Science & the Arts,51,51,0,0,0,0,0
304,,Rackham,6,0,1,3,0,0,2
305,Hospital and Molecular Epidemiology,,,,,,,,
306,,Public Health,8,0,8,0,0,0,0
307,Human Genetics,,,,,,,,
308,,Rackham,20,0,12,2,0,0,6
309,Human Nutrition,,,,,,,,
310,,Public Health,12,0,12,0,0,0,0
311,Immunology,,,,,,,,
312,,Rackham,13,0,0,6,0,0,7
313,Improvisation,,,,,,,,
314,,"Music, Theatre & Dance",1,0,1,0,0,0,0
315,Independent Interdependent Degree Program,,,,,,,,
316,,Rackham,11,0,0,6,0,0,5
317,Individualized Concentration,,,,,,,,
318,,Literature Science & the Arts,17,17,0,0,0,0,0
319,Industrial and Operations Engineering,,,,,,,,
320,,Engineering,171,171,0,0,0,0,0
321,,Rackham,144,0,121,12,0,0,11
322,Industrial Ecology,,,,,,,,
323,,Rackham,0,0,0,0,0,0,0
324,Industrial Health,,,,,,,,
325,,Rackham,1,0,0,1,0,0,0
326,Informatics,,,,,,,,
327,,Literature Science & the Arts,9,9,0,0,0,0,0
328,,Rackham,171,0,157,7,0,0,7
329,Integrated MicroSystems,,,,,,,,
330,,Engineering,2,0,2,0,0,0,0
331,Interdisciplinary Physics,,,,,,,,
332,,Literature Science & the Arts,15,15,0,0,0,0,0
333,International Tax,,,,,,,,
334,,Law,5,0,5,0,0,0,0
335,Interpersonal Practice,,,,,,,,
336,,Social Work,211,0,211,0,0,0,0
337,Italian,,,,,,,,
338,,Literature Science & the Arts,6,6,0,0,0,0,0
339,Jazz and Comtemporary Improvisation,,,,,,,,
340,,"Music, Theatre & Dance",1,1,0,0,0,0,0
341,Jazz Studies,,,,,,,,
342,,"Music, Theatre & Dance",7,7,0,0,0,0,0
343,Judaic Studies,,,,,,,,
344,,Literature Science & the Arts,4,4,0,0,0,0,0
345,,Rackham,2,0,2,0,0,0,0
346,Kinesiology,,,,,,,,
347,,Rackham,39,0,23,6,0,0,10
348,Landscape Architecture,,,,,,,,
349,,Rackham,18,0,17,1,0,0,0
350,Latin,,,,,,,,
351,,Literature Science & the Arts,3,3,0,0,0,0,0
352,Latin America and Caribbean Studies,,,,,,,,
353,,Literature Science & the Arts,12,12,0,0,0,0,0
354,,Rackham,0,0,0,0,0,0,0
355,Law,,,,,,,,
356,,Law,429,0,40,3,386,0,0
357,Linguistics,,,,,,,,
358,,Literature Science & the Arts,43,43,0,0,0,0,0
359,,Rackham,6,0,2,1,0,0,3
360,Macromolecular Science and Engineering,,,,,,,,
361,,Rackham,12,0,3,3,0,0,6
362,Management of Human Services,,,,,,,,
363,,Social Work,26,0,26,0,0,0,0
364,Manufacturing,,,,,,,,
365,,Engineering,14,0,10,3,0,0,1
366,Materials Science and Engineering,,,,,,,,
367,,Engineering,36,36,0,0,0,0,0
368,,Rackham,42,0,16,14,0,0,12
369,Mathematics,,,,,,,,
370,,Literature Science & the Arts,149,149,0,0,0,0,0
371,,Rackham,59,0,18,22,0,0,19
372,Mechanical Engineering,,,,,,,,
373,,Engineering,242,242,0,0,0,0,0
374,,Rackham,188,0,106,39,0,0,43
375,Media Arts,,,,,,,,
376,,Rackham,3,0,3,0,0,0,0
377,Medical Surgical Nursing,,,,,,,,
378,,Rackham,10,0,10,0,0,0,0
379,Medicinal Chemistry,,,,,,,,
380,,Rackham,20,0,6,7,0,0,7
381,Medicine,,,,,,,,
382,,Medical,165,0,0,0,165,0,0
383,Medieval & Early Modern Studies,,,,,,,,
384,,Literature Science & the Arts,4,4,0,0,0,0,0
385,,Rackham,0,0,0,0,0,0,0
386,Microbiology,,,,,,,,
387,,Literature Science & the Arts,41,41,0,0,0,0,0
388,Microbiology and Immunology,,,,,,,,
389,,Rackham,20,0,0,6,0,0,14
390,Middle Eastern & North African Studies,,,,,,,,
391,,Literature Science & the Arts,7,7,0,0,0,0,0
392,Modern Greek,,,,,,,,
393,,Literature Science & the Arts,4,4,0,0,0,0,0
394,Modern Middle Eastern and North African Studies,,,,,,,,
395,,Rackham,3,0,3,0,0,0,0
396,Molecular and Cellular Pathology,,,,,,,,
397,,Rackham,7,0,0,1,0,0,6
398,Molecular and Integrative Physiology,,,,,,,,
399,,Rackham,14,0,1,6,0,0,7
400,"Molecular, Cellular and Developmental Biology",,,,,,,,
401,,Rackham,19,0,7,6,0,0,6
402,Movement Science,,,,,,,,
403,,Kinesiology,112,112,0,0,0,0,0
404,Museum Studies,,,,,,,,
405,,Rackham,0,0,0,0,0,0,0
406,Music,,,,,,,,
407,,Literature Science & the Arts,23,23,0,0,0,0,0
408,Music and Technology,,,,,,,,
409,,"Music, Theatre & Dance",1,1,0,0,0,0,0
410,Music Composition,,,,,,,,
411,,Rackham,7,0,1,3,0,0,3
412,Music Composition and Theory,,,,,,,,
413,,Rackham,1,0,0,1,0,0,0
414,Music Conducting,,,,,,,,
415,,Rackham,7,0,0,3,0,0,4
416,Music Education,,,,,,,,
417,,"Music, Theatre & Dance",23,8,15,0,0,0,0
418,,Rackham,1,0,0,0,0,0,1
419,Music Performance,,,,,,,,
420,,Rackham,40,0,0,16,0,0,24
421,Music Theatre,,,,,,,,
422,,"Music, Theatre & Dance",19,19,0,0,0,0,0
423,Music Theory,,,,,,,,
424,,Rackham,6,0,1,2,0,0,3
425,Music: Musicology,,,,,,,,
426,,Rackham,13,0,2,5,0,0,6
427,Nanoscience and Technology,,,,,,,,
428,,Rackham,0,0,0,0,0,0,0
429,Natural Resources and Environment,,,,,,,,
430,,Rackham,131,0,111,12,0,0,8
431,Naval Architecture and Marine Engineering,,,,,,,,
432,,Engineering,41,41,0,0,0,0,0
433,,Rackham,35,0,24,8,0,0,3
434,Near Eastern Studies,,,,,,,,
435,,Rackham,10,0,2,3,0,0,5
436,Neuroscience,,,,,,,,
437,,Literature Science & the Arts,172,172,0,0,0,0,0
438,,Rackham,13,0,1,12,0,0,0
439,Nuclear Engineering and Radiological Sciences,,,,,,,,
440,,Engineering,41,41,0,0,0,0,0
441,,Rackham,76,0,39,12,0,0,25
442,Nursing,,,,,,,,
443,,Nursing,121,121,0,0,0,0,0
444,,Rackham,23,0,0,11,0,0,12
445,Nursing Business and Health Systems,,,,,,,,
446,,Rackham,17,0,17,0,0,0,0
447,Nursing R. N.,,,,,,,,
448,,Nursing,27,27,0,0,0,0,0
449,Nutritional Science,,,,,,,,
450,,Rackham,1,0,1,0,0,0,0
451,Oceanography,,,,,,,,
452,,Literature Science & the Arts,3,3,0,0,0,0,0
453,Oceanography Marine Geology & Geological Chemistry,,,,,,,,
454,,Rackham,1,0,1,0,0,0,0
455,Oral Health Sciences,,,,,,,,
456,,Rackham,4,0,0,2,0,0,2
457,Organizational Studies,,,,,,,,
458,,Literature Science & the Arts,45,45,0,0,0,0,0
459,Orthodontics,,,,,,,,
460,,Rackham,7,0,7,0,0,0,0
461,Painting/Drawing,,,,,,,,
462,,Art and Design,1,1,0,0,0,0,0
463,Parent-Child Nursing,,,,,,,,
464,,Rackham,11,0,11,0,0,0,0
465,Pediatric Dentistry,,,,,,,,
466,,Rackham,6,0,6,0,0,0,0
467,Performance,,,,,,,,
468,,"Music, Theatre & Dance",123,81,36,0,0,6,0
469,Performing Arts Technology,,,,,,,,
470,,"Music, Theatre & Dance",18,18,0,0,0,0,0
471,Periodontics,,,,,,,,
472,,Rackham,4,0,4,0,0,0,0
473,Pharmaceutical Engineering,,,,,,,,
474,,Engineering,5,0,5,0,0,0,0
475,Pharmaceutical Sciences,,,,,,,,
476,,Pharmacy,2,2,0,0,0,0,0
477,,Rackham,21,0,2,9,0,0,10
478,Pharmacology,,,,,,,,
479,,Rackham,9,0,1,6,0,0,2
480,Pharmacy,,,,,,,,
481,,Pharmacy,72,0,0,0,72,0,0
482,Philosophy,,,,,,,,
483,,Literature Science & the Arts,57,57,0,0,0,0,0
484,,Rackham,22,0,6,12,0,0,4
485,Photography,,,,,,,,
486,,Art and Design,1,1,0,0,0,0,0
487,Physical Education Teacher Education,,,,,,,,
488,,Kinesiology,5,5,0,0,0,0,0
489,Physics,,,,,,,,
490,,Literature Science & the Arts,26,26,0,0,0,0,0
491,,Rackham,61,0,12,25,0,0,24
492,Physiology,,,,,,,,
493,,Rackham,1,0,0,1,0,0,0
494,Piano Pedagogy and Performance,,,,,,,,
495,,"Music, Theatre & Dance",1,0,1,0,0,0,0
496,Plant Biology,,,,,,,,
497,,Literature Science & the Arts,2,2,0,0,0,0,0
498,Polish,,,,,,,,
499,,Literature Science & the Arts,2,2,0,0,0,0,0
500,Political Science,,,,,,,,
501,,Literature Science & the Arts,442,442,0,0,0,0,0
502,,Rackham,36,0,12,16,0,0,8
503,Prosthodontics,,,,,,,,
504,,Rackham,8,0,8,0,0,0,0
505,Psychiatric Mental Health Nursing,,,,,,,,
506,,Rackham,2,0,2,0,0,0,0
507,Psychology,,,,,,,,
508,,Literature Science & the Arts,491,491,0,0,0,0,0
509,,Rackham,91,0,44,22,0,0,25
510,Psychology & Women's Studies,,,,,,,,
511,,Rackham,2,0,0,1,0,0,1
512,Public Administration,,,,,,,,
513,,Rackham,6,0,6,0,0,0,0
514,Public Health Policy and Administration,,,,,,,,
515,,Public Health,1,0,1,0,0,0,0
516,Public Policy,,,,,,,,
517,,Public Policy,57,57,0,0,0,0,0
518,,Rackham,90,0,90,0,0,0,0
519,Public Policy and Economics,,,,,,,,
520,,Rackham,6,0,0,0,0,0,6
521,Public Policy and Political Science,,,,,,,,
522,,Rackham,5,0,0,2,0,0,3
523,Public Policy and Sociology,,,,,,,,
524,,Rackham,3,0,0,0,0,0,3
525,Real Estate Development,,,,,,,,
526,,Rackham,0,0,0,0,0,0,0
527,Restorative Dentistry,,,,,,,,
528,,Rackham,6,0,6,0,0,0,0
529,Romance Language and Literature French,,,,,,,,
530,,Rackham,3,0,0,1,0,0,2
531,Romance Language and Literature Italian,,,,,,,,
532,,Rackham,2,0,0,1,0,0,1
533,Romance Language and Literature Spanish,,,,,,,,
534,,Rackham,16,0,2,8,0,0,6
535,Russian,,,,,,,,
536,,Literature Science & the Arts,4,4,0,0,0,0,0
537,Russian and East European Studies,,,,,,,,
538,,Literature Science & the Arts,6,6,0,0,0,0,0
539,,Rackham,3,0,3,0,0,0,0
540,"Science, Technology and Public Policy",,,,,,,,
541,,Rackham,0,0,0,0,0,0,0
542,"Science, Technology, and Society",,,,,,,,
543,,Rackham,0,0,0,0,0,0,0
544,Scientific Computing,,,,,,,,
545,,Rackham,5,0,0,5,0,0,0
546,Screen Arts and Cultures,,,,,,,,
547,,Literature Science & the Arts,88,88,0,0,0,0,0
548,,Rackham,1,0,1,0,0,0,0
549,Second Career Nursing,,,,,,,,
550,,Nursing,50,50,0,0,0,0,0
551,Slavic Language and Literature,,,,,,,,
552,,Rackham,3,0,0,1,0,0,2
553,Social and Administrative Sciences,,,,,,,,
554,,Rackham,5,0,0,2,0,0,3
555,Social Anthropology,,,,,,,,
556,,Literature Science & the Arts,9,9,0,0,0,0,0
557,Social Policy and Evaluation,,,,,,,,
558,,Social Work,29,0,29,0,0,0,0
559,Social Science,,,,,,,,
560,,Literature Science & the Arts,6,6,0,0,0,0,0
561,Social Theory and Practice,,,,,,,,
562,,Literature Science & the Arts,5,5,0,0,0,0,0
563,Social Work and Social Science,,,,,,,,
564,,Rackham,15,0,0,5,0,0,10
565,Sociology,,,,,,,,
566,,Literature Science & the Arts,208,208,0,0,0,0,0
567,,Rackham,32,0,13,13,0,0,6
568,Sound Engineering,,,,,,,,
569,,"Music, Theatre & Dance",3,3,0,0,0,0,0
570,South Asian Studies,,,,,,,,
571,,Rackham,2,0,2,0,0,0,0
572,Southeast Asian Studies,,,,,,,,
573,,Rackham,4,0,4,0,0,0,0
574,Space and Planetary Physics,,,,,,,,
575,,Rackham,2,0,0,2,0,0,0
576,Space Engineering,,,,,,,,
577,,Engineering,16,0,16,0,0,0,0
578,Spanish,,,,,,,,
579,,Literature Science & the Arts,129,129,0,0,0,0,0
580,Spatial Analysis,,,,,,,,
581,,Rackham,0,0,0,0,0,0,0
582,Sport Management,,,,,,,,
583,,Kinesiology,74,74,0,0,0,0,0
584,Sport Management and Communications,,,,,,,,
585,,Kinesiology,1,1,0,0,0,0,0
586,Statistics,,,,,,,,
587,,Literature Science & the Arts,17,17,0,0,0,0,0
588,,Rackham,35,0,14,9,0,0,12
589,Structural Engineering,,,,,,,,
590,,Engineering,1,0,1,0,0,0,0
591,Supply Chain Management,,,,,,,,
592,,Business Administration,16,0,16,0,0,0,0
593,Survey Methodology,,,,,,,,
594,,Rackham,9,0,6,2,0,0,1
595,Theatre,,,,,,,,
596,,"Music, Theatre & Dance",32,32,0,0,0,0,0
597,Theatre and Drama,,,,,,,,
598,,Literature Science & the Arts,5,5,0,0,0,0,0
599,Toxicology,,,,,,,,
600,,Rackham,6,0,0,4,0,0,2
601,Unclassified,,,,,,,,
602,,Social Work,0,0,0,0,0,0,0
603,Urban and Regional Planning,,,,,,,,
604,,Rackham,45,0,41,1,0,0,3
605,Urban Design,,,,,,,,
606,,Architecture & Urban Planning,15,0,15,0,0,0,0
607,Urban Planning,,,,,,,,
608,,Rackham,3,0,3,0,0,0,0
609,"Urban, Technological, and Environmental Planning",,,,,,,,
610,,Rackham,1,0,0,0,0,0,1
611,Women's Studies,,,,,,,,
612,,Literature Science & the Arts,41,41,0,0,0,0,0
613,,Rackham,0,0,0,0,0,0,0
614,,,,,,,,,
615,,,,,,,,,
616,Graduates with Two Plans,,781,776,0,5,0,0,0
617,Graduates with Three Plans,,25,25,0,0,0,0,0
618,Graduates with Four Plans,,0,0,0,0,0,0,0
619,,,,,,,,,
620,,,,,,,,,
621,The University of Michigan - Dearborn,,,,,,,,
622,Accounting,,19,0,19,0,0,0,0
623,Accounting/Controllership,,4,4,0,0,0,0,0
624,Accounting/Fin Acctg&Reporting,,68,68,0,0,0,0,0
625,Anthropology,,11,11,0,0,0,0,0
626,Applied and Computational Math,,4,0,4,0,0,0,0
627,Art History,,8,8,0,0,0,0,0
628,Automotive Systems Engineering,,14,0,14,0,0,0,0
629,Behavioral Sciences,,7,7,0,0,0,0,0
630,Biochemistry,,21,21,0,0,0,0,0
631,Biological Sciences,,57,57,0,0,0,0,0
632,Bus Admin/Health Services Adm,,1,0,1,0,0,0,0
633,Business Admin/Finance,,7,0,7,0,0,0,0
