,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
69,,Literature Science & the Arts,1,1,0,0,0,0,0
70,,Rackham,5,0,5,0,0,0,0
71,Asian Studies: Japan,,,,,,,,
72,,Rackham,10,0,10,0,0,0,0
73,Astronomy and Astrophysics,,,,,,,,
74,,Literature Science & the Arts,6,6,0,0,0,0,0
75,,Rackham,11,0,5,2,0,0,4
76,Athletic Training,,,,,,,,
77,,Kinesiology,14,14,0,0,0,0,0
78,Atmospheric and Space Science,,,,,,,,
79,,Rackham,27,0,14,4,0,0,9
80,"Atmospheric, Oceanic and Space Sciences",,,,,,,,
81,,Engineering,1,1,0,0,0,0,0
82,Automotive Engineering,,,,,,,,
83,,Engineering,10,0,10,0,0,0,0
84,Biochemistry,,,,,,,,
85,,Literature Science & the Arts,48,48,0,0,0,0,0
86,Bioinformatics,,,,,,,,
87,,Rackham,24,0,5,3,0,0,16
88,Biological Chemistry,,,,,,,,
89,,Rackham,13,0,1,6,0,0,6
90,Biology,,,,,,,,
91,,Literature Science & the Arts,130,130,0,0,0,0,0
92,,Rackham,1,0,0,1,0,0,0
93,Biomedical Engineering,,,,,,,,
94,,Engineering,69,69,0,0,0,0,0
95,,Rackham,117,0,62,32,0,0,23
96,Biophysics,,,,,,,,
97,,Literature Science & the Arts,2,2,0,0,0,0,0
98,,Rackham,7,0,1,4,0,0,2
99,Biopsychology and Cognitive Science,,,,,,,,
100,,Literature Science & the Arts,1,1,0,0,0,0,0
101,Biostatistics,,,,,,,,
102,,Public Health,3,0,3,0,0,0,0
103,,Rackham,53,0,28,6,0,0,19
104,"Brain, Behavior, and Cognitive Sciences",,,,,,,,
105,,Literature Science & the Arts,264,264,0,0,0,0,0
106,Business Administration,,,,,,,,
107,,Business Administration,1109,348,761,0,0,0,0
108,,Rackham,38,0,1,17,0,0,20
109,Cell and Developmental Biology,,,,,,,,
110,,Rackham,10,0,4,5,0,0,1
111,Cellular and Molecular Biology,,,,,,,,
112,,Literature Science & the Arts,155,155,0,0,0,0,0
113,,Rackham,30,0,1,12,0,0,17
114,Cellular Biotechnology,,,,,,,,
115,,Rackham,0,0,0,0,0,0,0
116,Chamber Music (Strings),,,,,,,,
117,,"Music, Theatre & Dance",2,0,2,0,0,0,0
118,Chemical Biology,,,,,,,,
119,,Rackham,13,0,0,0,0,0,13
120,Chemical Engineering,,,,,,,,
121,,Engineering,113,113,0,0,0,0,0
122,,Rackham,44,0,17,9,0,0,18
123,Chemistry,,,,,,,,
124,,Literature Science & the Arts,29,29,0,0,0,0,0
125,,Rackham,101,0,35,36,0,0,30
126,Church Music,,,,,,,,
127,,"Music, Theatre & Dance",1,0,1,0,0,0,0
128,Civil Engineering,,,,,,,,
129,,Engineering,78,78,0,0,0,0,0
130,,Rackham,34,0,19,12,0,0,3
131,Classical Archaeology,,,,,,,,
132,,Literature Science & the Arts,10,10,0,0,0,0,0
133,Classical Art and Archaeology,,,,,,,,
134,,Rackham,8,0,2,3,0,0,3
135,Classical Civilization,,,,,,,,
136,,Literature Science & the Arts,19,19,0,0,0,0,0
137,Classical Language and Literature,,,,,,,,
138,,Literature Science & the Arts,6,6,0,0,0,0,0
139,Classical Studies,,,,,,,,
140,,Rackham,11,0,1,5,0,0,5
141,Classical Studies-Greek,,,,,,,,
142,,Rackham,1,0,1,0,0,0,0
143,Classical Studies-Latin,,,,,,,,
144,,Rackham,1,0,1,0,0,0,0
145,Clinical Research,,,,,,,,
146,,Rackham,9,0,9,0,0,0,0
147,Clinical Research Des and Statistical Analysis,,,,,,,,
148,,Rackham,25,0,25,0,0,0,0
149,Cognitive Science and Cognitive Neuroscience,,,,,,,,
150,,Rackham,0,0,0,0,0,0,0
151,Collaborative Piano,,,,,,,,
152,,"Music, Theatre & Dance",3,0,3,0,0,0,0
153,Communication,,,,,,,,
154,,Literature Science & the Arts,214,214,0,0,0,0,0
155,,Rackham,6,0,4,0,0,0,2
156,Community Health Nursing,,,,,,,,
157,,Rackham,16,0,16,0,0,0,0
158,Community Organization,,,,,,,,
159,,Social Work,53,0,53,0,0,0,0
160,Comparative Literature,,,,,,,,
161,,Literature Science & the Arts,12,12,0,0,0,0,0
162,,Rackham,10,0,0,4,0,0,6
163,Complex Systems,,,,,,,,
164,,Rackham,0,0,0,0,0,0,0
165,Composition,,,,,,,,
166,,"Music, Theatre & Dance",4,2,2,0,0,0,0
167,Computer Engineering,,,,,,,,
168,,Engineering,54,54,0,0,0,0,0
169,Computer Science,,,,,,,,
170,,Engineering,76,76,0,0,0,0,0
171,,Literature Science & the Arts,33,33,0,0,0,0,0
172,Computer Science and Engineering,,,,,,,,
173,,Rackham,86,0,35,35,0,0,16
174,Concurrent Marine Design,,,,,,,,
175,,Engineering,2,0,2,0,0,0,0
176,Conducting (Choral),,,,,,,,
177,,"Music, Theatre & Dance",2,0,2,0,0,0,0
178,Conducting (Orchestral),,,,,,,,
179,,"Music, Theatre & Dance",1,0,1,0,0,0,0
180,Construction Engineering and Management,,,,,,,,
181,,Engineering,9,0,9,0,0,0,0
182,,Rackham,2,0,2,0,0,0,0
183,Creative Writing,,,,,,,,
184,,Rackham,23,0,23,0,0,0,0
185,Creative Writing - Literature,,,,,,,,
186,,Literature Science & the Arts,18,18,0,0,0,0,0
187,Culture and Cognition,,,,,,,,
188,,Rackham,0,0,0,0,0,0,0
189,Dance,,,,,,,,
190,,"Music, Theatre & Dance",10,10,0,0,0,0,0
191,,Rackham,3,0,3,0,0,0,0
192,Dental Hygiene,,,,,,,,
193,,Dental Hygiene,27,27,0,0,0,0,0
194,,Rackham,1,0,1,0,0,0,0
195,Dental Public Health,,,,,,,,
196,,Public Health,2,0,2,0,0,0,0
197,Dentistry,,,,,,,,
198,,Dentistry,111,0,0,0,111,0,0
199,Design & Production,,,,,,,,
200,,"Music, Theatre & Dance",7,7,0,0,0,0,0
201,Design Science,,,,,,,,
202,,Rackham,1,0,0,0,0,0,1
203,"Development, Psychopathology & Mental Health",,,,,,,,
204,,Rackham,0,0,0,0,0,0,0
205,Drama,,,,,,,,
206,,Literature Science & the Arts,2,2,0,0,0,0,0
207,Earth Sciences,,,,,,,,
208,,Literature Science & the Arts,8,8,0,0,0,0,0
209,Earth System Science,,,,,,,,
210,,Literature Science & the Arts,1,1,0,0,0,0,0
211,Earth Systems Science and Engineering,,,,,,,,
212,,Engineering,14,14,0,0,0,0,0
213,Ecology and Evolutionary Biology,,,,,,,,
214,,Literature Science & the Arts,28,28,0,0,0,0,0
215,,Rackham,26,0,6,9,0,0,11
216,Economics,,,,,,,,
217,,Literature Science & the Arts,497,497,0,0,0,0,0
218,,Rackham,62,0,22,18,0,0,22
219,Education,,,,,,,,
220,,Rackham,117,0,106,11,0,0,0
221,Education and Psychology,,,,,,,,
222,,Rackham,4,0,0,3,0,0,1
223,Educational Studies,,,,,,,,
224,,Rackham,50,0,18,8,0,0,24
225,Education-Secondary,,,,,,,,
226,,Education,59,59,0,0,0,0,0
227,"Electrical Eng & Atmospheric, Oceanic & Space Sci",,,,,,,,
228,,Rackham,1,0,0,1,0,0,0
229,Electrical Engineering,,,,,,,,
230,,Engineering,119,119,0,0,0,0,0
231,,Rackham,122,0,55,41,0,0,26
232,Electrical Engineering-Systems,,,,,,,,
233,,Rackham,61,0,36,14,0,0,11
234,Elementary Education,,,,,,,,
235,,Education,41,41,0,0,0,0,0
236,Endodontics,,,,,,,,
237,,Rackham,1,0,1,0,0,0,0
238,Energy Systems Engineering,,,,,,,,
239,,Engineering,7,0,7,0,0,0,0
240,Engineering,,,,,,,,
241,,Engineering,15,15,0,0,0,0,0
242,Engineering Physics,,,,,,,,
243,,Engineering,5,5,0,0,0,0,0
244,English,,,,,,,,
245,,Literature Science & the Arts,351,351,0,0,0,0,0
246,English & Women's Studies,,,,,,,,
247,,Rackham,1,0,0,1,0,0,0
248,English and Education,,,,,,,,
249,,Rackham,10,0,0,5,0,0,5
250,English Language and Literature,,,,,,,,
251,,Rackham,25,0,1,11,0,0,13
252,Environment,,,,,,,,
253,,Literature Science & the Arts,71,71,0,0,0,0,0
254,Environmental Engineering,,,,,,,,
255,,Rackham,20,0,11,6,0,0,3
256,Environmental Geosciences,,,,,,,,
257,,Literature Science & the Arts,4,4,0,0,0,0,0
258,Environmental Health,,,,,,,,
259,,Public Health,1,0,1,0,0,0,0
260,Environmental Health Sciences,,,,,,,,
261,,Public Health,38,0,37,0,0,0,1
262,,Rackham,9,0,0,0,0,0,9
263,Epidemiological Science,,,,,,,,
264,,Rackham,30,0,2,9,0,0,19
265,Epidemiology,,,,,,,,
266,,Public Health,61,0,61,0,0,0,0
267,Evolutionary Anthropology,,,,,,,,
268,,Literature Science & the Arts,8,8,0,0,0,0,0
269,Film and Video Studies,,,,,,,,
270,,Literature Science & the Arts,7,7,0,0,0,0,0
271,Film Studies,,,,,,,,
272,,Rackham,0,0,0,0,0,0,0
273,Financial Engineering,,,,,,,,
274,,Rackham,50,0,50,0,0,0,0
275,French,,,,,,,,
276,,Literature Science & the Arts,31,31,0,0,0,0,0
277,General Biology,,,,,,,,
278,,Literature Science & the Arts,41,41,0,0,0,0,0
279,General Physics,,,,,,,,
280,,Literature Science & the Arts,1,1,0,0,0,0,0
281,General Studies,,,,,,,,
282,,Literature Science & the Arts,87,87,0,0,0,0,0
283,Geological Science,,,,,,,,
284,,Literature Science & the Arts,6,6,0,0,0,0,0
285,Geology,,,,,,,,
286,,Rackham,28,0,7,16,0,0,5
287,German,,,,,,,,
288,,Literature Science & the Arts,52,52,0,0,0,0,0
289,Germanic Language and Literature,,,,,,,,
290,,Rackham,4,0,0,1,0,0,3
291,Gerontological Nursing,,,,,,,,
292,,Rackham,3,0,3,0,0,0,0
293,Global Automotive and Manufacturing Engineering,,,,,,,,
294,,Engineering,49,0,49,0,0,0,0
295,Greek,,,,,,,,
296,,Literature Science & the Arts,2,2,0,0,0,0,0
297,Greek and Roman History,,,,,,,,
298,,Rackham,5,0,0,2,0,0,3
299,Health and Health Care Research,,,,,,,,
300,,Rackham,13,0,13,0,0,0,0
301,Health Behavior and Health Education,,,,,,,,
302,,Public Health,82,0,82,0,0,0,0
303,,Rackham,10,0,0,7,0,0,3
304,Health Management and Policy,,,,,,,,
305,,Public Health,74,0,74,0,0,0,0
306,Health Service Management and Policy,,,,,,,,
307,,Public Health,27,0,27,0,0,0,0
308,Health Service Organizations and Policy,,,,,,,,
309,,Rackham,7,0,0,3,0,0,4
310,Health Services Research,,,,,,,,
311,,Rackham,2,0,2,0,0,0,0
312,Hebrew and Jewish Cultural Studies,,,,,,,,
313,,Literature Science & the Arts,9,9,0,0,0,0,0
314,Higher Education,,,,,,,,
315,,Rackham,40,0,18,9,0,0,13
316,History,,,,,,,,
317,,Literature Science & the Arts,231,231,0,0,0,0,0
318,,Rackham,38,0,5,24,0,0,9
319,History and Women's Studies,,,,,,,,
320,,Rackham,2,0,0,2,0,0,0
321,History of Art,,,,,,,,
322,,Literature Science & the Arts,51,51,0,0,0,0,0
323,,Rackham,16,0,6,4,0,0,6
324,Hospital and Molecular Epidemiology,,,,,,,,
325,,Public Health,16,0,16,0,0,0,0
326,Human Genetics,,,,,,,,
327,,Rackham,20,0,8,5,0,0,7
328,Human Nutrition,,,,,,,,
329,,Public Health,12,0,12,0,0,0,0
330,Immunology,,,,,,,,
331,,Rackham,6,0,0,3,0,0,3
332,Improvisation,,,,,,,,
333,,"Music, Theatre & Dance",2,0,2,0,0,0,0
334,Independent Interdependent Degree Program,,,,,,,,
335,,Rackham,13,0,0,9,0,0,4
336,Individualized Concentration,,,,,,,,
337,,Kinesiology,1,1,0,0,0,0,0
338,,Literature Science & the Arts,22,22,0,0,0,0,0
339,Industrial and Operations Engineering,,,,,,,,
340,,Engineering,165,165,0,0,0,0,0
341,,Rackham,111,0,96,6,0,0,9
342,Industrial Ecology,,,,,,,,
343,,Rackham,0,0,0,0,0,0,0
344,Industrial Health,,,,,,,,
345,,Rackham,5,0,1,3,0,0,1
346,Information,,,,,,,,
347,,Rackham,163,0,155,3,0,0,5
348,Integrated MicroSystems,,,,,,,,
349,,Engineering,3,0,3,0,0,0,0
350,Interdisciplinary Physics,,,,,,,,
351,,Literature Science & the Arts,18,18,0,0,0,0,0
352,International Tax,,,,,,,,
353,,Law,6,0,6,0,0,0,0
354,Interpersonal Practice,,,,,,,,
355,,Social Work,224,0,224,0,0,0,0
356,Italian,,,,,,,,
357,,Literature Science & the Arts,4,4,0,0,0,0,0
358,Jazz and Contemplative Studies,,,,,,,,
359,,"Music, Theatre & Dance",1,1,0,0,0,0,0
360,Jazz Studies,,,,,,,,
361,,"Music, Theatre & Dance",6,6,0,0,0,0,0
362,Judaic Studies,,,,,,,,
363,,Literature Science & the Arts,4,4,0,0,0,0,0
364,,Rackham,2,0,2,0,0,0,0
365,Kinesiology,,,,,,,,
366,,Kinesiology,1,1,0,0,0,0,0
367,,Rackham,29,0,23,4,0,0,2
368,Landscape Architecture,,,,,,,,
369,,Rackham,7,0,5,2,0,0,0
370,Latin,,,,,,,,
371,,Literature Science & the Arts,2,2,0,0,0,0,0
372,Latin America and Caribbean Studies,,,,,,,,
373,,Literature Science & the Arts,14,14,0,0,0,0,0
374,Latino Studies,,,,,,,,
375,,Literature Science & the Arts,2,2,0,0,0,0,0
376,Law,,,,,,,,
377,,Law,431,0,34,4,393,0,0
378,Linguistics,,,,,,,,
379,,Literature Science & the Arts,43,43,0,0,0,0,0
380,,Rackham,9,0,1,2,0,0,6
381,Linguistics and Germanic Languages and Literatures,,,,,,,,
382,,Rackham,1,0,0,1,0,0,0
383,Linguistics and Slavic Languages and Literatures,,,,,,,,
384,,Rackham,1,0,0,1,0,0,0
385,Macromolecular Science and Engineering,,,,,,,,
386,,Rackham,13,0,2,3,0,0,8
387,Management of Human Services,,,,,,,,
388,,Social Work,20,0,20,0,0,0,0
389,Manufacturing,,,,,,,,
390,,Engineering,15,0,14,0,0,0,1
391,Materials Science and Engineering,,,,,,,,
392,,Engineering,46,46,0,0,0,0,0
393,,Rackham,32,0,14,9,0,0,9
394,Mathematics,,,,,,,,
395,,Literature Science & the Arts,140,140,0,0,0,0,0
396,,Rackham,46,0,14,16,0,0,16
397,Mechanical Engineering,,,,,,,,
398,,Engineering,243,243,0,0,0,0,0
399,,Rackham,216,0,124,50,0,0,42
400,Media Arts,,,,,,,,
401,,Rackham,3,0,3,0,0,0,0
402,Medical Surgical Nursing,,,,,,,,
403,,Rackham,2,0,2,0,0,0,0
404,Medicinal Chemistry,,,,,,,,
405,,Rackham,13,0,2,4,0,0,7
406,Medicine,,,,,,,,
407,,Medical,161,0,0,0,161,0,0
408,Medieval & Early Modern Studies,,,,,,,,
409,,Literature Science & the Arts,6,6,0,0,0,0,0
410,,Rackham,0,0,0,0,0,0,0
411,Microbiology,,,,,,,,
412,,Literature Science & the Arts,19,19,0,0,0,0,0
413,Microbiology and Immunology,,,,,,,,
414,,Rackham,18,0,0,8,0,0,10
415,Middle Eastern & North African Studies,,,,,,,,
416,,Literature Science & the Arts,8,8,0,0,0,0,0
417,Modern Greek,,,,,,,,
418,,Literature Science & the Arts,3,3,0,0,0,0,0
419,Modern Middle Eastern and North African Studies,,,,,,,,
420,,Rackham,4,0,4,0,0,0,0
421,Molecular and Cellular Pathology,,,,,,,,
422,,Rackham,11,0,0,2,0,0,9
423,Molecular and Integrative Physiology,,,,,,,,
424,,Rackham,11,0,1,4,0,0,6
425,"Molecular, Cellular and Developmental Biology",,,,,,,,
426,,Rackham,36,0,10,11,0,0,15
427,Movement Science,,,,,,,,
428,,Kinesiology,101,101,0,0,0,0,0
429,Museum Studies,,,,,,,,
430,,Rackham,0,0,0,0,0,0,0
431,Music,,,,,,,,
432,,Literature Science & the Arts,19,19,0,0,0,0,0
433,Music Composition,,,,,,,,
434,,Rackham,4,0,0,2,0,0,2
435,Music Composition and Theory,,,,,,,,
436,,Rackham,1,0,0,1,0,0,0
437,Music Conducting,,,,,,,,
438,,Rackham,7,0,0,3,0,0,4
439,Music Education,,,,,,,,
440,,"Music, Theatre & Dance",24,9,15,0,0,0,0
441,Music History,,,,,,,,
442,,"Music, Theatre & Dance",1,1,0,0,0,0,0
443,Music Performance,,,,,,,,
444,,Rackham,37,0,0,17,0,0,20
445,Music Theatre,,,,,,,,
446,,"Music, Theatre & Dance",19,19,0,0,0,0,0
447,Music Theory,,,,,,,,
448,,"Music, Theatre & Dance",3,3,0,0,0,0,0
449,,Rackham,5,0,1,2,0,0,2
450,Music Theory Pedagogy,,,,,,,,
451,,Rackham,0,0,0,0,0,0,0
452,Music: Music Education,,,,,,,,
453,,Rackham,4,0,0,3,0,0,1
454,Music: Musicology,,,,,,,,
455,,Rackham,9,0,2,3,0,0,4
456,Nanoscience and Technology,,,,,,,,
457,,Rackham,0,0,0,0,0,0,0
458,Natural Resources and Environment,,,,,,,,
459,,Rackham,111,0,87,14,0,0,10
460,Naval Architecture and Marine Engineering,,,,,,,,
461,,Engineering,38,38,0,0,0,0,0
462,,Rackham,18,0,10,6,0,0,2
463,Near Eastern Civilizations,,,,,,,,
464,,Literature Science & the Arts,2,2,0,0,0,0,0
465,Near Eastern Studies,,,,,,,,
466,,Rackham,17,0,2,7,0,0,8
467,Neuroscience,,,,,,,,
468,,Literature Science & the Arts,148,148,0,0,0,0,0
469,,Rackham,28,0,3,14,0,0,11
470,Nuclear Engineering and Radiological Sciences,,,,,,,,
471,,Engineering,28,28,0,0,0,0,0
472,,Rackham,31,0,20,5,0,0,6
473,Nuclear Science,,,,,,,,
474,,Rackham,3,0,1,0,0,0,2
475,Nursing,,,,,,,,
476,,Nursing,121,121,0,0,0,0,0
477,,Rackham,19,0,0,6,0,0,13
478,Nursing Business and Health Systems,,,,,,,,
479,,Rackham,14,0,14,0,0,0,0
480,Nursing R. N.,,,,,,,,
481,,Nursing,41,41,0,0,0,0,0
482,Occupational Health,,,,,,,,
483,,Public Health,1,0,1,0,0,0,0
484,Oceanography,,,,,,,,
485,,Literature Science & the Arts,1,1,0,0,0,0,0
486,Oceanography Marine Geology & Geological Chemistry,,,,,,,,
487,,Rackham,3,0,0,3,0,0,0
488,Oral Health Sciences,,,,,,,,
489,,Rackham,2,0,0,0,0,0,2
490,Organizational Studies,,,,,,,,
491,,Literature Science & the Arts,55,55,0,0,0,0,0
492,Orthodontics,,,,,,,,
493,,Rackham,5,0,5,0,0,0,0
494,Parent-Child Nursing,,,,,,,,
495,,Rackham,7,0,7,0,0,0,0
496,Pathology,,,,,,,,
497,,Rackham,1,0,0,1,0,0,0
498,Pediatric Dentistry,,,,,,,,
499,,Rackham,7,0,7,0,0,0,0
500,Performance,,,,,,,,
501,,"Music, Theatre & Dance",98,62,35,0,0,1,0
502,Performing Arts Technology,,,,,,,,
503,,"Music, Theatre & Dance",10,10,0,0,0,0,0
504,Periodontics,,,,,,,,
505,,Rackham,5,0,5,0,0,0,0
506,Pharmaceutical Engineering,,,,,,,,
507,,Engineering,9,0,9,0,0,0,0
508,Pharmaceutical Sciences,,,,,,,,
509,,Rackham,16,0,2,6,0,0,8
510,Pharmacology,,,,,,,,
511,,Rackham,16,0,0,7,0,0,9
512,Pharmacy,,,,,,,,
513,,Pharmacy,69,0,0,0,69,0,0
514,Philosophy,,,,,,,,
515,,Literature Science & the Arts,48,48,0,0,0,0,0
516,,Rackham,10,0,2,3,0,0,5
517,Physical Education Teacher Education,,,,,,,,
518,,Kinesiology,17,17,0,0,0,0,0
519,Physics,,,,,,,,
520,,Literature Science & the Arts,27,27,0,0,0,0,0
521,,Rackham,47,0,11,21,0,0,15
522,Piano Pedagogy and Performance,,,,,,,,
523,,"Music, Theatre & Dance",2,0,2,0,0,0,0
524,Plant Biology,,,,,,,,
525,,Literature Science & the Arts,4,4,0,0,0,0,0
526,Polish,,,,,,,,
527,,Literature Science & the Arts,3,3,0,0,0,0,0
528,Political Science,,,,,,,,
529,,Literature Science & the Arts,478,478,0,0,0,0,0
530,,Rackham,43,0,15,15,0,0,13
531,Prosthodontics,,,,,,,,
532,,Rackham,6,0,6,0,0,0,0
533,Psychiatric Mental Health Nursing,,,,,,,,
534,,Rackham,1,0,1,0,0,0,0
535,Psychology,,,,,,,,
536,,Literature Science & the Arts,532,532,0,0,0,0,0
537,,Rackham,82,0,25,24,0,0,33
538,Psychology & Women's Studies,,,,,,,,
539,,Rackham,6,0,0,3,0,0,3
540,Public Administration,,,,,,,,
541,,Rackham,12,0,12,0,0,0,0
542,Public Policy,,,,,,,,
543,,Public Policy,53,53,0,0,0,0,0
544,,Rackham,77,0,77,0,0,0,0
545,Public Policy and Economics,,,,,,,,
546,,Rackham,4,0,0,2,0,0,2
547,Public Policy and Political Science,,,,,,,,
548,,Rackham,9,0,0,2,0,0,7
549,Public Policy and Sociology,,,,,,,,
550,,Rackham,5,0,0,2,0,0,3
551,Real Estate Development,,,,,,,,
552,,Rackham,0,0,0,0,0,0,0
553,Restorative Dentistry,,,,,,,,
554,,Rackham,2,0,2,0,0,0,0
555,Romance Language and Literature French,,,,,,,,
556,,Rackham,5,0,3,2,0,0,0
557,Romance Language and Literature Spanish,,,,,,,,
558,,Rackham,10,0,0,10,0,0,0
559,Romance Languages and Literatures,,,,,,,,
560,,Literature Science & the Arts,1,1,0,0,0,0,0
561,Russian,,,,,,,,
562,,Literature Science & the Arts,6,6,0,0,0,0,0
563,Russian and East European Studies,,,,,,,,
564,,Literature Science & the Arts,10,10,0,0,0,0,0
565,,Rackham,6,0,6,0,0,0,0
566,"Science, Technology and Public Policy",,,,,,,,
567,,Rackham,0,0,0,0,0,0,0
568,"Science, Technology, and Society",,,,,,,,
569,,Rackham,0,0,0,0,0,0,0
570,Scientific Computing,,,,,,,,
571,,Rackham,2,0,0,2,0,0,0
572,Screen Arts and Cultures,,,,,,,,
573,,Literature Science & the Arts,68,68,0,0,0,0,0
574,,Rackham,1,0,0,0,0,0,1
575,Second Career Nursing,,,,,,,,
576,,Nursing,46,46,0,0,0,0,0
577,Slavic Language and Literature,,,,,,,,
578,,Rackham,3,0,1,2,0,0,0
579,Social Anthropology,,,,,,,,
580,,Literature Science & the Arts,11,11,0,0,0,0,0
581,Social Policy and Evaluation,,,,,,,,
582,,Social Work,23,0,23,0,0,0,0
583,Social Science,,,,,,,,
584,,Literature Science & the Arts,9,9,0,0,0,0,0
585,Social Theory and Practice,,,,,,,,
586,,Literature Science & the Arts,3,3,0,0,0,0,0
587,Social Work and Social Science,,,,,,,,
588,,Rackham,16,0,0,6,0,0,10
589,Sociology,,,,,,,,
590,,Literature Science & the Arts,215,215,0,0,0,0,0
591,,Rackham,32,0,11,10,0,0,11
592,Sound Engineering,,,,,,,,
593,,"Music, Theatre & Dance",4,4,0,0,0,0,0
594,Southeast Asian Studies,,,,,,,,
595,,Rackham,4,0,4,0,0,0,0
596,Space and Planetary Physics,,,,,,,,
597,,Rackham,3,0,0,3,0,0,0
598,Space Engineering,,,,,,,,
599,,Engineering,24,0,24,0,0,0,0
600,Spanish,,,,,,,,
601,,Literature Science & the Arts,127,127,0,0,0,0,0
602,Spatial Analysis,,,,,,,,
603,,Rackham,0,0,0,0,0,0,0
604,Sport Management,,,,,,,,
605,,Kinesiology,74,74,0,0,0,0,0
606,Sport Management and Communications,,,,,,,,
607,,Kinesiology,5,5,0,0,0,0,0
608,Statistics,,,,,,,,
609,,Literature Science & the Arts,24,24,0,0,0,0,0
610,,Rackham,32,0,13,8,0,0,11
611,Structural Engineering,,,,,,,,
612,,Engineering,6,0,6,0,0,0,0
613,Survey Methodology,,,,,,,,
614,,Rackham,11,0,4,4,0,0,3
615,Theatre,,,,,,,,
616,,"Music, Theatre & Dance",20,20,0,0,0,0,0
617,,Rackham,1,0,0,1,0,0,0
618,Theatre and Drama,,,,,,,,
619,,Literature Science & the Arts,2,2,0,0,0,0,0
620,Toxicology,,,,,,,,
621,,Rackham,7,0,2,3,0,0,2
622,Unclassified,,,,,,,,
623,,Social Work,0,0,0,0,0,0,0
624,Urban and Regional Planning,,,,,,,,
625,,Rackham,39,0,33,3,0,0,3
626,Urban Design,,,,,,,,
627,,Architecture & Urban Planning,13,0,13,0,0,0,0
628,Urban Planning,,,,,,,,
629,,Rackham,11,0,11,0,0,0,0
630,"Urban, Technological, and Environmental Planning",,,,,,,,
631,,Rackham,3,0,0,2,0,0,1
632,Women's Studies,,,,,,,,
633,,Literature Science & the Arts,42,42,0,0,0,0,0
634,,Rackham,0,0,0,0,0,0,0
