,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
162,Clinical Research Des and Statistical Analysis,,,,,,,,
163,,Rackham,21,0,21,0,0,0,0
164,Cognitive Science and Cognitive Neuroscience,,,,,,,,
165,,Rackham,0,0,0,0,0,0,0
166,Communication,,,,,,,,
167,,Literature Science & the Arts,204,204,0,0,0,0,0
168,,Rackham,6,0,0,3,0,0,3
169,Community Health Nursing,,,,,,,,
170,,Rackham,23,0,23,0,0,0,0
171,Community Organization,,,,,,,,
172,,Social Work,48,0,48,0,0,0,0
173,Comparative Literature,,,,,,,,
174,,Literature Science & the Arts,9,9,0,0,0,0,0
175,,Rackham,11,0,1,5,0,0,5
176,Complex Systems,,,,,,,,
177,,Rackham,0,0,0,0,0,0,0
178,Composition,,,,,,,,
179,,Music,7,3,4,0,0,0,0
180,Computer Engineering,,,,,,,,
181,,Engineering,84,84,0,0,0,0,0
182,Computer Science,,,,,,,,
183,,Engineering,100,100,0,0,0,0,0
184,,Literature Science & the Arts,64,64,0,0,0,0,0
185,,LSA Residential College,1,1,0,0,0,0,0
186,Computer Science and Engineering,,,,,,,,
187,,Rackham,148,0,82,22,0,0,44
188,Concurrent Marine Design,,,,,,,,
189,,Engineering,4,0,4,0,0,0,0
190,Conducting (Band),,,,,,,,
191,,Music,1,0,1,0,0,0,0
192,Conducting (Choral),,,,,,,,
193,,Music,3,0,3,0,0,0,0
194,Conducting (Orchestral),,,,,,,,
195,,Music,1,0,1,0,0,0,0
196,Construction Engineering and Management,,,,,,,,
197,,Engineering,9,0,9,0,0,0,0
198,,Rackham,2,0,2,0,0,0,0
199,Creative Writing,,,,,,,,
200,,Rackham,17,0,17,0,0,0,0
201,Creative Writing - Literature,,,,,,,,
202,,Literature Science & the Arts,20,20,0,0,0,0,0
203,,LSA Residential College,6,6,0,0,0,0,0
204,Culture and Cognition,,,,,,,,
205,,Rackham,0,0,0,0,0,0,0
206,Dance,,,,,,,,
207,,Music,7,7,0,0,0,0,0
208,,Rackham,2,0,2,0,0,0,0
209,Dental Hygiene,,,,,,,,
210,,Dental Hygiene,27,27,0,0,0,0,0
211,Dental Public Health,,,,,,,,
212,,Public Health,1,0,1,0,0,0,0
213,Dentistry,,,,,,,,
214,,Dentistry,104,0,0,0,104,0,0
215,Design,,,,,,,,
216,,Art and Design,1,1,0,0,0,0,0
217,Design & Production,,,,,,,,
218,,Music,2,2,0,0,0,0,0
219,"Development, Psychopathology & Mental Health",,,,,,,,
220,,Rackham,0,0,0,0,0,0,0
221,Drama,,,,,,,,
222,,Literature Science & the Arts,1,1,0,0,0,0,0
223,Earth Sciences,,,,,,,,
224,,Literature Science & the Arts,2,2,0,0,0,0,0
225,Earth Systems Science and Engineering,,,,,,,,
226,,Engineering,1,1,0,0,0,0,0
227,Ecology and Evolutionary Biology,,,,,,,,
228,,Rackham,18,0,7,3,0,0,8
229,Economics,,,,,,,,
230,,Literature Science & the Arts,410,410,0,0,0,0,0
231,,Rackham,57,0,23,10,0,0,24
232,Education,,,,,,,,
233,,Rackham,246,0,178,34,0,0,34
234,Education and Psychology,,,,,,,,
235,,Rackham,5,0,0,1,0,0,4
236,Education-Secondary,,,,,,,,
237,,Education,56,56,0,0,0,0,0
238,Electrical Engineering,,,,,,,,
239,,Engineering,170,170,0,0,0,0,0
240,,Rackham,167,0,79,33,0,0,55
241,Electrical Engineering-Systems,,,,,,,,
242,,Rackham,98,0,64,11,0,0,23
243,Elementary Education,,,,,,,,
244,,Education,70,70,0,0,0,0,0
245,Endodontics,,,,,,,,
246,,Rackham,1,0,1,0,0,0,0
247,Engineering,,,,,,,,
248,,Engineering,9,9,0,0,0,0,0
249,Engineering Physics,,,,,,,,
250,,Engineering,10,10,0,0,0,0,0
251,English,,,,,,,,
252,,Literature Science & the Arts,401,401,0,0,0,0,0
253,,LSA Residential College,6,6,0,0,0,0,0
254,English & Women's Studies,,,,,,,,
255,,Rackham,3,0,0,1,0,0,2
256,English and Education,,,,,,,,
257,,Rackham,4,0,0,2,0,0,2
258,English Language and Literature,,,,,,,,
259,,Rackham,29,0,10,9,0,0,10
260,Environment,,,,,,,,
261,,Literature Science & the Arts,39,39,0,0,0,0,0
262,,Natural Resources & Environment,21,21,0,0,0,0,0
263,Environmental Engineering,,,,,,,,
264,,Rackham,22,0,15,4,0,0,3
265,Environmental Geosciences,,,,,,,,
266,,Literature Science & the Arts,2,2,0,0,0,0,0
267,Environmental Health,,,,,,,,
268,,Public Health,1,0,1,0,0,0,0
269,Environmental Health Sciences,,,,,,,,
270,,Public Health,25,0,25,0,0,0,0
271,,Rackham,13,0,2,4,0,0,7
272,Environmental Policy and Behavior,,,,,,,,
273,,Natural Resources & Environment,5,5,0,0,0,0,0
274,Epidemiological Science,,,,,,,,
275,,Rackham,21,0,0,13,0,0,8
276,Epidemiology,,,,,,,,
277,,Public Health,45,0,45,0,0,0,0
278,Fibers,,,,,,,,
279,,Art and Design,1,1,0,0,0,0,0
280,Film and Video Studies,,,,,,,,
281,,Literature Science & the Arts,82,82,0,0,0,0,0
282,,LSA Residential College,2,2,0,0,0,0,0
283,Film Studies,,,,,,,,
284,,Rackham,0,0,0,0,0,0,0
285,Financial Engineering,,,,,,,,
286,,Rackham,60,0,60,0,0,0,0
287,French,,,,,,,,
288,,Literature Science & the Arts,30,30,0,0,0,0,0
289,,LSA Residential College,1,1,0,0,0,0,0
290,General Biology,,,,,,,,
291,,Literature Science & the Arts,30,30,0,0,0,0,0
292,General Physics,,,,,,,,
293,,Literature Science & the Arts,13,13,0,0,0,0,0
294,General Studies,,,,,,,,
295,,Art and Design,22,22,0,0,0,0,0
296,,Literature Science & the Arts,140,140,0,0,0,0,0
297,Geological Science,,,,,,,,
298,,Literature Science & the Arts,6,6,0,0,0,0,0
299,Geology,,,,,,,,
300,,Rackham,38,0,5,8,0,0,25
301,German,,,,,,,,
302,,Literature Science & the Arts,38,38,0,0,0,0,0
303,,LSA Residential College,1,1,0,0,0,0,0
304,Germanic Language and Literature,,,,,,,,
305,,Rackham,5,0,1,3,0,0,1
306,Gerontological Nursing,,,,,,,,
307,,Rackham,5,0,5,0,0,0,0
308,Graphic Design,,,,,,,,
309,,Art and Design,38,38,0,0,0,0,0
310,Greek and Roman History,,,,,,,,
311,,Rackham,1,0,0,0,0,0,1
312,Health Behavior and Health Education,,,,,,,,
313,,Public Health,65,0,65,0,0,0,0
314,,Rackham,9,0,0,4,0,0,5
315,Health Management and Policy,,,,,,,,
316,,Public Health,74,0,74,0,0,0,0
317,Health Policy,,,,,,,,
318,,Public Health,2,0,0,2,0,0,0
319,Health Service Management and Policy,,,,,,,,
320,,Public Health,14,0,14,0,0,0,0
321,,Rackham,11,0,0,4,0,0,7
322,History,,,,,,,,
323,,Literature Science & the Arts,242,242,0,0,0,0,0
324,,LSA Residential College,2,2,0,0,0,0,0
325,,Rackham,50,0,9,23,0,0,18
326,History of Art,,,,,,,,
327,,Literature Science & the Arts,46,46,0,0,0,0,0
328,,Rackham,12,0,2,4,0,0,6
329,History and Women's Studies,,,,,,,,
330,,Rackham,3,0,0,0,0,0,3
331,Hospital and Molecular Epidemiology,,,,,,,,
332,,Public Health,8,0,8,0,0,0,0
333,Human Computer Interaction,,,,,,,,
334,,Rackham,48,0,48,0,0,0,0
335,Human Genetics,,,,,,,,
336,,Rackham,24,0,12,8,0,0,4
337,Human Nutrition,,,,,,,,
338,,Public Health,14,0,14,0,0,0,0
339,Immunology,,,,,,,,
340,,Rackham,9,0,0,4,0,0,5
341,Improvisation,,,,,,,,
342,,Music,7,0,7,0,0,0,0
343,Independent Interdependent Degree Program,,,,,,,,
344,,Rackham,10,0,0,2,0,0,8
345,Individualized Concentration,,,,,,,,
346,,Literature Science & the Arts,18,18,0,0,0,0,0
347,,LSA Residential College,2,2,0,0,0,0,0
348,,Natural Resources & Environment,1,1,0,0,0,0,0
349,Industrial and Operations Engineering,,,,,,,,
350,,Engineering,161,161,0,0,0,0,0
351,,Rackham,124,0,95,8,0,0,21
352,Industrial Design,,,,,,,,
353,,Art and Design,15,15,0,0,0,0,0
354,Industrial Ecology,,,,,,,,
355,,Rackham,0,0,0,0,0,0,0
356,Industrial Health,,,,,,,,
357,,Rackham,4,0,2,0,0,0,2
358,Information,,,,,,,,
359,,Rackham,22,0,19,1,0,0,2
360,Information and Library Studies,,,,,,,,
361,,Rackham,1,0,1,0,0,0,0
362,"Information Economics, Management and Policy",,,,,,,,
363,,Rackham,11,0,11,0,0,0,0
364,Integrated MicroSystems,,,,,,,,
365,,Engineering,2,0,2,0,0,0,0
366,International Health,,,,,,,,
367,,Public Health,3,0,3,0,0,0,0
368,International Health and Social Development,,,,,,,,
369,,Rackham,0,0,0,0,0,0,0
370,International Tax,,,,,,,,
371,,Law,5,0,5,0,0,0,0
372,Interpersonal Practice,,,,,,,,
373,,Social Work,223,0,223,0,0,0,0
374,Italian,,,,,,,,
375,,Literature Science & the Arts,4,4,0,0,0,0,0
376,Japanese,,,,,,,,
377,,Literature Science & the Arts,3,3,0,0,0,0,0
378,Jazz Studies,,,,,,,,
379,,Music,8,8,0,0,0,0,0
380,Judaic Studies,,,,,,,,
381,,Literature Science & the Arts,5,5,0,0,0,0,0
382,,Rackham,2,0,2,0,0,0,0
383,Keyboard Instruments,,,,,,,,
384,,Music,1,0,1,0,0,0,0
385,Kinesiology,,,,,,,,
386,,Rackham,11,0,9,0,0,0,2
387,Landscape Architecture,,,,,,,,
388,,Rackham,7,0,7,0,0,0,0
389,Latin America and Caribbean Studies,,,,,,,,
390,,Literature Science & the Arts,5,5,0,0,0,0,0
391,,Rackham,0,0,0,0,0,0,0
392,Law,,,,,,,,
393,,Law,388,0,27,4,357,0,0
394,Library and Information Services,,,,,,,,
395,,Rackham,43,0,43,0,0,0,0
396,Linguistics,,,,,,,,
397,,Literature Science & the Arts,31,31,0,0,0,0,0
398,,Rackham,9,0,3,1,0,0,5
399,Linguistics and Germanic Languages and Literatures,,,,,,,,
400,,Rackham,1,0,0,0,0,0,1
401,Literature,,,,,,,,
402,,Literature Science & the Arts,1,1,0,0,0,0,0
403,,LSA Residential College,1,1,0,0,0,0,0
404,Macromolecular Science and Engineering,,,,,,,,
405,,Rackham,10,0,1,4,0,0,5
406,Management of Human Services,,,,,,,,
407,,Social Work,29,0,29,0,0,0,0
408,Manufacturing,,,,,,,,
409,,Engineering,34,0,28,4,0,0,2
410,Materials Science and Engineering,,,,,,,,
411,,Engineering,45,45,0,0,0,0,0
412,,Rackham,39,0,18,9,0,0,12
413,Mathematics,,,,,,,,
414,,Literature Science & the Arts,91,91,0,0,0,0,0
415,,LSA Residential College,1,1,0,0,0,0,0
416,,Rackham,43,0,21,9,0,0,13
417,Mechanical Engineering,,,,,,,,
418,,Engineering,228,228,0,0,0,0,0
419,,Rackham,252,0,151,46,0,0,55
420,Medical Scientist Training Practice,,,,,,,,
421,,Rackham,1,0,0,0,0,0,1
422,Medical Surgical Nursing,,,,,,,,
423,,Rackham,9,0,9,0,0,0,0
424,Medicinal Chemistry,,,,,,,,
425,,Rackham,7,0,1,4,0,0,2
426,Medicine,,,,,,,,
427,,Medical,162,0,0,0,162,0,0
428,Medieval & Early Modern Studies,,,,,,,,
429,,Literature Science & the Arts,1,1,0,0,0,0,0
430,Metalwork and Jewelry Design,,,,,,,,
431,,Art and Design,9,9,0,0,0,0,0
432,Microbiology,,,,,,,,
433,,Literature Science & the Arts,4,4,0,0,0,0,0
434,Microbiology and Immunology,,,,,,,,
435,,Rackham,7,0,0,3,0,0,4
436,Middle Eastern & North African Studies,,,,,,,,
437,,Literature Science & the Arts,3,3,0,0,0,0,0
438,Mixed Media,,,,,,,,
439,,Art and Design,1,1,0,0,0,0,0
440,Modern Greek,,,,,,,,
441,,Literature Science & the Arts,1,1,0,0,0,0,0
442,Molecular and Integrative Physiology,,,,,,,,
443,,Rackham,15,0,0,2,0,0,13
444,"Molecular, Cellular and Developmental Biology",,,,,,,,
445,,Rackham,28,0,10,8,0,0,10
446,Movement Science,,,,,,,,
447,,Kinesiology,53,53,0,0,0,0,0
448,Museum Studies,,,,,,,,
449,,Rackham,0,0,0,0,0,0,0
450,Music,,,,,,,,
451,,Literature Science & the Arts,12,12,0,0,0,0,0
452,Music and Technology,,,,,,,,
453,,Music,2,2,0,0,0,0,0
454,Music Composition,,,,,,,,
455,,Rackham,5,0,2,1,0,0,2
456,Music Composition and Theory,,,,,,,,
457,,Rackham,2,0,0,2,0,0,0
458,Music Conducting,,,,,,,,
459,,Rackham,5,0,0,4,0,0,1
460,Music Education,,,,,,,,
461,,Music,11,7,4,0,0,0,0
462,Music History,,,,,,,,
463,,Music,1,1,0,0,0,0,0
464,Music Performance,,,,,,,,
465,,Rackham,36,0,0,17,0,0,19
466,Music Theatre,,,,,,,,
467,,Music,15,15,0,0,0,0,0
468,Music Theory,,,,,,,,
469,,Music,2,2,0,0,0,0,0
470,,Rackham,3,0,1,1,0,0,1
471,Music: Musicology,,,,,,,,
472,,Rackham,7,0,1,2,0,0,4
473,Natural Resources and Environment,,,,,,,,
474,,Rackham,94,0,67,14,0,0,13
475,Naval Architecture and Marine Engineering,,,,,,,,
476,,Engineering,21,21,0,0,0,0,0
477,Naval Architecture and Marine Engineering,,,,,,,,
478,,Rackham,32,0,21,6,0,1,4
479,Near Eastern Studies,,,,,,,,
480,,Rackham,22,0,9,7,0,0,6
481,Near Eastern Studies Departmental Concentration,,,,,,,,
482,,Literature Science & the Arts,1,1,0,0,0,0,0
483,Neuroscience,,,,,,,,
484,,Rackham,17,0,4,7,0,0,6
485,Nuclear Engineering ,,,,,,,,
486,,Rackham,1,0,0,0,0,0,1
487,Nuclear Engineering and Radiological Sciences,,,,,,,,
488,,Engineering,16,16,0,0,0,0,0
489,,Rackham,61,0,24,13,0,0,24
490,Nursing,,,,,,,,
491,,Nursing,113,113,0,0,0,0,0
492,,Rackham,19,0,0,13,0,0,6
493,Nursing Business and Health Systems,,,,,,,,
494,,Rackham,6,0,6,0,0,0,0
495,Nursing Health Services Administration,,,,,,,,
496,,Rackham,1,0,1,0,0,0,0
497,Nursing R. N.,,,,,,,,
498,,Nursing,47,47,0,0,0,0,0
499,Nutritional Science,,,,,,,,
500,,Rackham,1,0,1,0,0,0,0
501,Occupational Health,,,,,,,,
502,,Public Health,6,0,6,0,0,0,0
503,Oceanography,,,,,,,,
504,,Literature Science & the Arts,2,2,0,0,0,0,0
505,Oceanography Marine Geology & Geological Chemistry,,,,,,,,
506,,Rackham,3,0,0,0,0,0,3
507,Oral Health Sciences,,,,,,,,
508,,Rackham,4,0,0,4,0,0,0
509,Organizational Studies,,,,,,,,
510,,Literature Science & the Arts,42,42,0,0,0,0,0
511,Orthodontics,,,,,,,,
512,,Rackham,8,0,8,0,0,0,0
513,Painting/Drawing,,,,,,,,
514,,Art and Design,15,15,0,0,0,0,0
515,Parent-Child Nursing,,,,,,,,
516,,Rackham,6,0,6,0,0,0,0
517,Pathology,,,,,,,,
518,,Rackham,9,0,0,3,0,0,6
519,Pediatric Dentistry,,,,,,,,
520,,Rackham,6,0,6,0,0,0,0
521,Performance,,,,,,,,
522,,Music,103,54,48,0,0,1,0
523,Performing Arts Technology,,,,,,,,
524,,Music,8,8,0,0,0,0,0
525,Periodontics,,,,,,,,
526,,Rackham,3,0,3,0,0,0,0
527,Pharmaceutical Engineering,,,,,,,,
528,,Engineering,11,0,11,0,0,0,0
529,Pharmaceutical Sciences,,,,,,,,
530,,Rackham,9,0,1,0,0,0,8
531,Pharmaceutics,,,,,,,,
532,,Rackham,8,0,0,7,0,0,1
533,Pharmacology,,,,,,,,
534,,Rackham,13,0,1,7,0,0,5
535,Pharmacy,,,,,,,,
536,,Pharmacy,58,0,0,0,58,0,0
537,,Rackham,3,0,0,3,0,0,0
538,Philosophy,,,,,,,,
539,,Literature Science & the Arts,65,65,0,0,0,0,0
540,,LSA Residential College,1,1,0,0,0,0,0
541,,Rackham,14,0,4,2,0,0,8
542,Photography,,,,,,,,
543,,Art and Design,14,14,0,0,0,0,0
544,Physical Education Teacher Education,,,,,,,,
545,,Kinesiology,14,14,0,0,0,0,0
546,Physics,,,,,,,,
547,,Literature Science & the Arts,13,13,0,0,0,0,0
548,,Rackham,68,0,31,12,0,0,25
549,Piano Accompaniment and Chamber Music,,,,,,,,
550,,Music,2,0,1,0,0,1,0
551,Piano Pedagogy and Performance,,,,,,,,
552,,Music,2,0,2,0,0,0,0
553,Plant Biology,,,,,,,,
554,,Literature Science & the Arts,1,1,0,0,0,0,0
555,Plastics Engineering,,,,,,,,
556,,Engineering,2,0,2,0,0,0,0
557,Political Science,,,,,,,,
558,,Literature Science & the Arts,490,490,0,0,0,0,0
559,,LSA Residential College,1,1,0,0,0,0,0
560,,Rackham,37,0,11,16,0,0,10
561,Prosthodontics,,,,,,,,
562,,Rackham,2,0,2,0,0,0,0
563,Psychiatric Mental Health Nursing,,,,,,,,
564,,Rackham,2,0,2,0,0,0,0
565,Psychology,,,,,,,,
566,,Literature Science & the Arts,501,501,0,0,0,0,0
567,,LSA Residential College,1,1,0,0,0,0,0
568,,Rackham,71,0,24,27,0,0,20
569,Psychology & Women's Studies,,,,,,,,
570,,Rackham,5,0,0,3,0,0,2
571,Public Administration,,,,,,,,
572,,Rackham,7,0,7,0,0,0,0
573,Public Policy,,,,,,,,
574,,Rackham,66,0,65,0,0,0,1
575,Public Policy and Economics,,,,,,,,
576,,Rackham,2,0,0,0,0,0,2
577,Public Policy and Political Science,,,,,,,,
578,,Rackham,2,0,0,0,0,0,2
579,Public Policy and Sociology,,,,,,,,
580,,Rackham,4,0,0,1,0,0,3
581,Resource Ecology and Management,,,,,,,,
582,,Natural Resources & Environment,3,3,0,0,0,0,0
583,Restorative Dentistry,,,,,,,,
584,,Rackham,1,0,1,0,0,0,0
585,Romance Language and Literature French,,,,,,,,
586,,Rackham,5,0,1,2,0,0,2
587,Romance Language and Literature Italian,,,,,,,,
588,,Rackham,1,0,1,0,0,0,0
589,Romance Language and Literature Romance Linguistic,,,,,,,,
590,,Rackham,1,0,1,0,0,0,0
591,Romance Language and Literature Spanish,,,,,,,,
592,,Rackham,15,0,4,6,0,0,5
593,Russian,,,,,,,,
594,,Literature Science & the Arts,4,4,0,0,0,0,0
595,Russian and East European Studies,,,,,,,,
596,,Literature Science & the Arts,8,8,0,0,0,0,0
597,,Rackham,2,0,2,0,0,0,0
598,Scientific Computing,,,,,,,,
599,,Rackham,5,0,0,5,0,0,0
600,Scientific Illustration,,,,,,,,
601,,Art and Design,6,6,0,0,0,0,0
602,Sculpture,,,,,,,,
603,,Art and Design,1,1,0,0,0,0,0
604,Second Career Nursing,,,,,,,,
605,,Nursing,29,29,0,0,0,0,0
606,Slavic Language and Literature,,,,,,,,
607,,Rackham,3,0,0,3,0,0,0
608,Social and Administrative Sciences,,,,,,,,
609,,Rackham,2,0,0,1,0,0,1
610,Social Anthropology,,,,,,,,
611,,Literature Science & the Arts,7,7,0,0,0,0,0
612,Social Policy and Evaluation,,,,,,,,
613,,Social Work,38,0,38,0,0,0,0
614,Social Science,,,,,,,,
615,,Literature Science & the Arts,3,3,0,0,0,0,0
616,,LSA Residential College,5,5,0,0,0,0,0
617,Social Work and Social Science,,,,,,,,
618,,Rackham,19,0,0,13,0,0,6
619,Sociology,,,,,,,,
620,,Literature Science & the Arts,182,182,0,0,0,0,0
621,,Rackham,29,0,6,12,0,0,11
622,Sound Engineering,,,,,,,,
623,,Music,4,4,0,0,0,0,0
624,Space and Planetary Physics,,,,,,,,
625,,Rackham,3,0,1,0,0,0,2
626,Space Engineering,,,,,,,,
627,,Engineering,3,0,3,0,0,0,0
628,Space Systems,,,,,,,,
629,,Engineering,2,0,2,0,0,0,0
630,Spanish,,,,,,,,
631,,Literature Science & the Arts,80,80,0,0,0,0,0
632,,LSA Residential College,2,2,0,0,0,0,0
633,Spatial Analysis,,,,,,,,
634,,Rackham,0,0,0,0,0,0,0
635,Sport Management and Communications,,,,,,,,
636,,Kinesiology,96,96,0,0,0,0,0
637,Statistics,,,,,,,,
638,,Literature Science & the Arts,20,20,0,0,0,0,0
639,,Rackham,29,0,20,3,0,0,6
640,Survey Methodology,,,,,,,,
641,,Rackham,9,0,8,0,0,0,1
642,Theatre,,,,,,,,
643,,Music,13,13,0,0,0,0,0
