,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
97,,Literature Science & the Arts,4,4,0,0,0,0,0
98,,Rackham,10,0,0,7,0,0,3
99,"Biopsychology, Cognition and Neuroscience",,,,,,,,
100,,Literature Science & the Arts,341,341,0,0,0,0,0
101,Biostatistics,,,,,,,,
102,,Public Health,1,0,1,0,0,0,0
103,,Rackham,76,0,40,11,0,0,25
104,"Brain, Behavior, and Cognitive Sciences",,,,,,,,
105,,Literature Science & the Arts,1,1,0,0,0,0,0
106,Business Administration,,,,,,,,
107,,Business Administration,1222,482,740,0,0,0,0
108,,Rackham,30,0,0,16,0,0,14
109,Cancer Biology,,,,,,,,
110,,Rackham,1,0,0,0,0,0,1
111,Cell and Developmental Biology,,,,,,,,
112,,Rackham,5,0,0,1,0,0,4
113,Cellular and Molecular Biology,,,,,,,,
114,,Literature Science & the Arts,115,115,0,0,0,0,0
115,,Rackham,30,0,1,13,0,0,16
116,Chamber Music,,,,,,,,
117,,"Music, Theatre & Dance",4,0,4,0,0,0,0
118,Chamber Music (Strings),,,,,,,,
119,,"Music, Theatre & Dance",3,0,3,0,0,0,0
120,Chamber Music (Winds),,,,,,,,
121,,"Music, Theatre & Dance",8,0,8,0,0,0,0
122,Chemical Biology,,,,,,,,
123,,Rackham,24,0,7,10,0,0,7
124,Chemical Engineering,,,,,,,,
125,,Engineering,144,144,0,0,0,0,0
126,,Rackham,77,0,30,18,0,0,29
127,Chemical Science,,,,,,,,
128,,Literature Science & the Arts,3,3,0,0,0,0,0
129,Chemistry,,,,,,,,
130,,Literature Science & the Arts,24,24,0,0,0,0,0
131,,Rackham,129,0,30,46,0,0,53
132,Civil Engineering,,,,,,,,
133,,Engineering,57,57,0,0,0,0,0
134,,Rackham,45,0,30,9,0,0,6
135,Classical Archaeology,,,,,,,,
136,,Literature Science & the Arts,3,3,0,0,0,0,0
137,Classical Art and Archaeology,,,,,,,,
138,,Rackham,5,0,1,1,0,0,3
139,Classical Civilization,,,,,,,,
140,,Literature Science & the Arts,11,11,0,0,0,0,0
141,Classical Language and Literature,,,,,,,,
142,,Literature Science & the Arts,6,6,0,0,0,0,0
143,Classical Studies,,,,,,,,
144,,Rackham,5,0,0,3,0,0,2
145,Classical Studies-Greek,,,,,,,,
146,,Rackham,1,0,1,0,0,0,0
147,Classical Studies-Latin,,,,,,,,
148,,Rackham,2,0,2,0,0,0,0
149,Clinical Research,,,,,,,,
150,,Rackham,9,0,9,0,0,0,0
151,Clinical Research Des and Statistical Analysis,,,,,,,,
152,,Rackham,25,0,25,0,0,0,0
153,Cognitive Science,,,,,,,,
154,,Literature Science & the Arts,4,4,0,0,0,0,0
155,Collaborative Piano,,,,,,,,
156,,"Music, Theatre & Dance",3,0,2,0,0,1,0
157,Communication,,,,,,,,
158,,Literature Science & the Arts,250,250,0,0,0,0,0
159,,Rackham,9,0,1,6,0,0,2
160,Community Organization,,,,,,,,
161,,Social Work,58,0,58,0,0,0,0
162,Community/Public Health/Home Care Nursing,,,,,,,,
163,,Rackham,1,0,1,0,0,0,0
164,Comparative Literature,,,,,,,,
165,,Literature Science & the Arts,12,12,0,0,0,0,0
166,,Rackham,12,0,0,8,0,0,4
167,Composition,,,,,,,,
168,,"Music, Theatre & Dance",8,3,5,0,0,0,0
169,Computer Engineering,,,,,,,,
170,,Engineering,73,73,0,0,0,0,0
171,Computer Science,,,,,,,,
172,,Engineering,253,253,0,0,0,0,0
173,,Literature Science & the Arts,91,91,0,0,0,0,0
174,Computer Science and Engineering,,,,,,,,
175,,Rackham,101,0,69,10,0,0,22
176,Conducting (Band),,,,,,,,
177,,"Music, Theatre & Dance",1,0,1,0,0,0,0
178,Conducting (Choral),,,,,,,,
179,,"Music, Theatre & Dance",2,0,2,0,0,0,0
180,Conducting (Orchestral),,,,,,,,
181,,"Music, Theatre & Dance",3,0,3,0,0,0,0
182,Construction Engineering and Management,,,,,,,,
183,,Engineering,7,0,7,0,0,0,0
184,,Rackham,12,0,12,0,0,0,0
185,Creative Writing,,,,,,,,
186,,Rackham,22,0,22,0,0,0,0
187,Creative Writing - Literature,,,,,,,,
188,,Literature Science & the Arts,20,20,0,0,0,0,0
189,Dance,,,,,,,,
190,,"Music, Theatre & Dance",11,11,0,0,0,0,0
191,,Rackham,2,0,2,0,0,0,0
192,Dental Hygiene,,,,,,,,
193,,Dental Hygiene,29,29,0,0,0,0,0
194,,Rackham,5,0,5,0,0,0,0
195,Dentistry,,,,,,,,
196,,Dentistry,112,0,0,0,112,0,0
197,Design & Production,,,,,,,,
198,,"Music, Theatre & Dance",5,5,0,0,0,0,0
199,Design Science,,,,,,,,
200,,Rackham,3,0,0,3,0,0,0
201,Drama,,,,,,,,
202,,Literature Science & the Arts,10,10,0,0,0,0,0
203,Earth and Environmental Sciences,,,,,,,,
204,,Literature Science & the Arts,41,41,0,0,0,0,0
205,,Rackham,17,0,2,1,0,0,14
206,Earth System Science,,,,,,,,
207,,Literature Science & the Arts,1,1,0,0,0,0,0
208,Earth Systems Science and Engineering,,,,,,,,
209,,Engineering,14,14,0,0,0,0,0
210,Ecology and Evolutionary Biology,,,,,,,,
211,,Literature Science & the Arts,36,36,0,0,0,0,0
212,,Rackham,32,0,16,3,0,0,13
213,Economics,,,,,,,,
214,,Literature Science & the Arts,518,518,0,0,0,0,0
215,,Rackham,75,0,29,27,0,0,19
216,Education and Psychology,,,,,,,,
217,,Rackham,14,0,0,6,0,0,8
218,Educational Studies,,,,,,,,
219,,Rackham,140,0,111,11,0,0,18
220,Education-Secondary,,,,,,,,
221,,Education,33,33,0,0,0,0,0
222,Electrical Engineering,,,,,,,,
223,,Engineering,113,113,0,0,0,0,0
224,,Rackham,171,0,100,33,0,0,38
225,Electrical Engineering-Systems,,,,,,,,
226,,Rackham,120,0,80,18,0,0,22
227,Elementary Education,,,,,,,,
228,,Education,47,47,0,0,0,0,0
229,Endodontics,,,,,,,,
230,,Rackham,4,0,4,0,0,0,0
231,Energy Systems Engineering,,,,,,,,
232,,Engineering,55,0,55,0,0,0,0
233,Engineering,,,,,,,,
234,,Engineering,2,2,0,0,0,0,0
235,Engineering Physics,,,,,,,,
236,,Engineering,4,4,0,0,0,0,0
237,English,,,,,,,,
238,,Literature Science & the Arts,234,234,0,0,0,0,0
239,English & Women's Studies,,,,,,,,
240,,Rackham,1,0,0,1,0,0,0
241,English and Education,,,,,,,,
242,,Rackham,7,0,0,3,0,0,4
243,English Language and Literature,,,,,,,,
244,,Rackham,35,0,9,15,0,0,11
245,Entrepreneurship,,,,,,,,
246,,Graduate Joined Deg Programs,22,0,22,0,0,0,0
247,Environment,,,,,,,,
248,,Literature Science & the Arts,110,110,0,0,0,0,0
249,Environmental Engineering,,,,,,,,
250,,Engineering,28,28,0,0,0,0,0
251,,Rackham,32,0,25,5,0,0,2
252,Environmental Health Sciences,,,,,,,,
253,,Public Health,32,0,32,0,0,0,0
254,,Rackham,12,0,1,8,0,0,3
255,Environmental Policy and Behavior,,,,,,,,
256,,Natural Resources & Environment,1,1,0,0,0,0,0
257,Epidemiological Science,,,,,,,,
258,,Rackham,20,0,0,13,0,0,7
259,Epidemiology,,,,,,,,
260,,Public Health,41,0,41,0,0,0,0
261,Epidemiology International Health,,,,,,,,
262,,Public Health,8,0,8,0,0,0,0
263,Evolutionary Anthropology,,,,,,,,
264,,Literature Science & the Arts,44,44,0,0,0,0,0
265,Family Nurse Practitioner,,,,,,,,
266,,Rackham,20,0,20,0,0,0,0
267,Financial Engineering,,0,,,,,,
268,,Rackham,54,0,54,0,0,0,0
269,French,,,,,,,,
270,,Literature Science & the Arts,24,24,0,0,0,0,0
271,General Biology,,,,,,,,
272,,Literature Science & the Arts,29,29,0,0,0,0,0
273,General Studies,,,,,,,,
274,,Literature Science & the Arts,71,71,0,0,0,0,0
275,Genetic Counseling,,,,,,,,
276,,Rackham,5,0,5,0,0,0,0
277,Geological Science,,,,,,,,
278,,Literature Science & the Arts,3,3,0,0,0,0,0
279,Geology,,,,,,,,
280,,Rackham,9,0,1,8,0,0,0
281,German,,,,,,,,
282,,Literature Science & the Arts,52,52,0,0,0,0,0
283,Germanic Language and Literature,,,,,,,,
284,,Rackham,7,0,1,2,0,0,4
285,Global Automotive and Manufacturing Engineering,,,,,,,,
286,,Engineering,47,0,47,0,0,0,0
287,Greek and Roman History,,,,,,,,
288,,Rackham,2,0,0,2,0,0,0
289,Health and Health Care Research,,,,,,,,
290,,Rackham,14,0,14,0,0,0,0
291,Health Behavior and Health Education,,,,,,,,
292,,Public Health,81,0,81,0,0,0,0
293,,Rackham,15,0,0,11,0,0,4
294,Health Informatics,,,,,,,,
295,,Graduate Joined Deg Programs,17,0,17,0,0,0,0
296,Health Management and Policy,,,,,,,,
297,,Public Health,70,0,70,0,0,0,0
298,Health Policy,,,,,,,,
299,,Public Health,3,0,0,1,0,0,2
300,Health Service Management and Policy,,,,,,,,
301,,Public Health,27,0,27,0,0,0,0
302,Health Service Organizations and Policy,,,,,,,,
303,,Rackham,12,0,0,5,0,0,7
304,Hebrew and Jewish Cultural Studies,,,,,,,,
305,,Literature Science & the Arts,7,7,0,0,0,0,0
306,Higher Education,,,,,,,,
307,,Rackham,63,0,38,13,0,0,12
308,History,,,,,,,,
309,,Literature Science & the Arts,184,184,0,0,0,0,0
310,,Rackham,32,0,9,12,0,0,11
311,History and Women's Studies,,,,,,,,
312,,Rackham,2,0,0,1,0,0,1
313,History of Art,,,,,,,,
314,,Literature Science & the Arts,50,50,0,0,0,0,0
315,,Rackham,10,0,0,5,0,0,5
316,Hospital and Molecular Epidemiology,,,,,,,,
317,,Public Health,19,0,19,0,0,0,0
318,Human Computer Interaction,,,,,,,,
319,,Graduate Information,93,0,93,0,0,0,0
320,Human Genetics,,,,,,,,
321,,Rackham,10,0,5,4,0,0,1
322,Human Nutrition,,,,,,,,
323,,Public Health,21,0,21,0,0,0,0
324,Immunology,,,,,,,,
325,,Rackham,12,0,0,7,0,0,5
326,Independent Interdependent Degree Program,,,,,,,,
327,,Rackham,10,0,0,4,0,0,6
328,Individualized Concentration,,,,,,,,
329,,Literature Science & the Arts,7,7,0,0,0,0,0
330,Industrial and Operations Engineering,,,,,,,,
331,,Engineering,219,219,0,0,0,0,0
332,,Rackham,105,0,94,5,0,0,6
333,Informatics,,,,,,,,
334,,Literature Science & the Arts,64,64,0,0,0,0,0
335,Information,,,,,,,,
336,,Information,26,26,0,0,0,0,0
337,,Rackham,24,0,3,9,0,0,12
338,Information Analysis and Retrieval,,,,,,,,
339,,Graduate Information,34,0,34,0,0,0,0
340,Information Economics for Management,,,,,,,,
341,,Graduate Information,4,0,4,0,0,0,0
342,Information Policy,,,,,,,,
343,,Graduate Information,1,0,1,0,0,0,0
344,Interarts Performance,,,,,,,,
345,,Undergraduate Joined Deg Prog,4,4,0,0,0,0,0
346,Interdisciplinary Astronomy,,,,,,,,
347,,Literature Science & the Arts,2,2,0,0,0,0,0
348,Interdisciplinary Chemical Sciences,,,,,,,,
349,,Literature Science & the Arts,2,2,0,0,0,0,0
350,Interdisciplinary Physics,,,,,,,,
351,,Literature Science & the Arts,21,21,0,0,0,0,0
352,International Studies,,,,,,,,
353,,Literature Science & the Arts,236,236,0,0,0,0,0
354,International Tax,,,,,,,,
355,,Law,8,0,8,0,0,0,0
356,Interpersonal Practice,,,,,,,,
357,,Social Work,229,0,229,0,0,0,0
358,Italian,,,,,,,,
359,,Literature Science & the Arts,2,2,0,0,0,0,0
360,Jazz and Comtemporary Improvisation,,,,,,,,
361,,"Music, Theatre & Dance",1,1,0,0,0,0,0
362,Jazz Studies,,,,,,,,
363,,"Music, Theatre & Dance",10,10,0,0,0,0,0
364,Judaic Studies,,,,,,,,
365,,Literature Science & the Arts,7,7,0,0,0,0,0
366,,Rackham,2,0,2,0,0,0,0
367,Kinesiology,,,,,,,,
368,,Rackham,26,0,14,7,0,0,5
369,Landscape Architecture,,,,,,,,
370,,Rackham,15,0,14,1,0,0,0
371,Latin,,,,,,,,
372,,Literature Science & the Arts,2,2,0,0,0,0,0
373,Latin America and Caribbean Studies,,,,,,,,
374,,Literature Science & the Arts,5,5,0,0,0,0,0
375,Latino Studies,,,,,,,,
376,,Literature Science & the Arts,2,2,0,0,0,0,0
377,Law,,,,,,,,
378,,Law,390,0,35,1,354,0,0
379,Lesbian/Gay/Bisexual/Transgender Queer Studies,,,,,,,,
380,,Rackham,0,0,0,0,0,0,0
381,Library and Information Science,,,,,,,,
382,,Graduate Information,29,0,29,0,0,0,0
383,Linguistics,,,,,,,,
384,,Literature Science & the Arts,41,41,0,0,0,0,0
385,,Rackham,3,0,1,0,0,0,2
386,Macromolecular Science and Engineering,,,,,,,,
387,,Rackham,13,0,1,3,0,0,9
388,Management,,,,,,,,
389,,Business Administration,38,0,38,0,0,0,0
390,Management of Human Services,,,,,,,,
391,,Social Work,30,0,30,0,0,0,0
392,Manufacturing,,,,,,,,
393,,Engineering,13,0,12,0,0,0,1
394,Materials Science and Engineering,,,,,,,,
395,,Engineering,68,68,0,0,0,0,0
396,,Rackham,71,0,27,18,0,0,26
397,Mathematics,,,,,,,,
398,,Literature Science & the Arts,212,212,0,0,0,0,0
399,,Rackham,53,0,22,19,0,0,12
400,Mechanical Engineering,,,,,,,,
401,,Engineering,243,243,0,0,0,0,0
402,,Rackham,188,0,106,41,0,0,41
403,Media Arts,,,,,,,,
404,,Rackham,1,0,1,0,0,0,0
405,Medicinal Chemistry,,,,,,,,
406,,Rackham,20,0,2,8,0,0,10
407,Medicine,,,,,,,,
408,,Medical,181,0,0,0,181,0,0
409,Microbiology,,,,,,,,
410,,Literature Science & the Arts,41,41,0,0,0,0,0
411,Microbiology and Immunology,,,,,,,,
412,,Rackham,20,0,5,8,0,0,7
413,Middle Eastern & North African Studies,,,,,,,,
414,,Literature Science & the Arts,10,10,0,0,0,0,0
415,Modern Greek,,,,,,,,
416,,Literature Science & the Arts,2,2,0,0,0,0,0
417,Modern Middle Eastern and North African Studies,,,,,,,,
418,,Rackham,7,0,7,0,0,0,0
419,Molecular and Cellular Pathology,,,,,,,,
420,,Rackham,7,0,0,3,0,0,4
421,Molecular and Integrative Physiology,,,,,,,,
422,,Rackham,17,0,0,4,0,0,13
423,"Molecular, Cellular and Developmental Biology",,,,,,,,
424,,Rackham,21,0,12,9,0,0,0
425,Movement Science,,,,,,,,
426,,Kinesiology,140,140,0,0,0,0,0
427,Music,,,,,,,,
428,,Literature Science & the Arts,12,12,0,0,0,0,0
429,Music and Technology,,,,,,,,
430,,"Music, Theatre & Dance",1,1,0,0,0,0,0
431,Music Composition,,,,,,,,
432,,Rackham,3,0,0,3,0,0,0
433,Music Conducting,,,,,,,,
434,,Rackham,7,0,0,3,0,0,4
435,Music Education,,,,,,,,
436,,"Music, Theatre & Dance",13,9,4,0,0,0,0
437,Music History,,,,,,,,
438,,"Music, Theatre & Dance",1,1,0,0,0,0,0
439,Music Performance,,,,,,,,
440,,Rackham,30,0,0,20,0,0,10
441,Music Theatre,,,,,,,,
442,,"Music, Theatre & Dance",20,20,0,0,0,0,0
443,Music Theory,,,,,,,,
444,,"Music, Theatre & Dance",3,3,0,0,0,0,0
445,,Rackham,2,0,0,0,0,0,2
446,Music: Music Education,,,,,,,,
447,,Rackham,3,0,0,1,0,0,2
448,Music: Musicology,,,,,,,,
449,,Rackham,5,0,2,2,0,0,1
450,Natural Resources and Environment,,,,,,,,
451,,Rackham,140,0,126,8,0,0,6
452,Naval Architecture and Marine Engineering,,,,,,,,
453,,Engineering,40,40,0,0,0,0,0
454,,Rackham,47,0,30,7,0,0,10
455,Near Eastern Studies,,,,,,,,
456,,Rackham,12,0,3,2,0,0,7
457,Neuroscience,,,,,,,,
458,,Literature Science & the Arts,233,233,0,0,0,0,0
459,,Rackham,31,0,8,8,0,0,15
460,Nuclear Engineering and Radiological Sciences,,,,,,,,
461,,Engineering,34,34,0,0,0,0,0
462,,Rackham,58,0,27,18,0,0,13
463,Nuclear Science,,,,,,,,
464,,Rackham,2,0,0,1,0,0,1
465,Nurse Midwife,,,,,,,,
466,,Rackham,9,0,9,0,0,0,0
467,Nursing,,,,,,,,
468,,Graduate Nursing,2,0,0,0,2,0,0
469,,Nursing,129,129,0,0,0,0,0
470,,Rackham,15,0,0,11,0,0,4
471,Nursing Business and Health Systems,,,,,,,,
472,,Rackham,13,0,13,0,0,0,0
473,Nutritional Science,,,,,,,,
474,,Rackham,3,0,0,1,0,0,2
475,Oral Health Sciences,,,,,,,,
476,,Rackham,10,0,0,2,0,0,8
477,Organizational Studies,,,,,,,,
478,,Literature Science & the Arts,52,52,0,0,0,0,0
479,Orthodontics,,,,,,,,
480,,Rackham,7,0,7,0,0,0,0
481,Pediatric Dentistry,,,,,,,,
482,,Rackham,6,0,6,0,0,0,0
483,Performance,,,,,,,,
484,,"Music, Theatre & Dance",118,53,62,0,0,3,0
485,Performing Arts Technology,,,,,,,,
486,,"Music, Theatre & Dance",4,4,0,0,0,0,0
487,Periodontics,,,,,,,,
488,,Rackham,4,0,4,0,0,0,0
489,Pharmaceutical Engineering,,,,,,,,
490,,Engineering,2,0,2,0,0,0,0
491,Pharmaceutical Sciences,,,,,,,,
492,,Pharmacy,1,1,0,0,0,0,0
493,,Rackham,16,0,3,6,0,0,7
494,Pharmacology,,,,,,,,
495,,Rackham,19,0,8,6,0,0,5
496,Pharmacy,,,,,,,,
497,,Pharmacy,81,0,0,0,81,0,0
498,Philosophy,,,,,,,,
499,,Literature Science & the Arts,46,46,0,0,0,0,0
500,,Rackham,17,0,4,7,0,0,6
501,"Philosophy, Politics and Economics",,,,,,,,
502,,Literature Science & the Arts,22,22,0,0,0,0,0
503,Physical Education,,,,,,,,
504,,Kinesiology,2,2,0,0,0,0,0
505,Physical Education Teacher Education,,,,,,,,
506,,Kinesiology,2,2,0,0,0,0,0
507,Physics,,,,,,,,
508,,Literature Science & the Arts,28,28,0,0,0,0,0
509,,Rackham,55,0,4,25,0,0,26
510,Physiology,,,,,,,,
511,,Rackham,26,0,26,0,0,0,0
512,Piano Pedagogy and Performance,,,,,,,,
513,,"Music, Theatre & Dance",2,0,2,0,0,0,0
514,Plant Biology,,,,,,,,
515,,Literature Science & the Arts,1,1,0,0,0,0,0
516,Polish,,,,,,,,
517,,Literature Science & the Arts,6,6,0,0,0,0,0
518,Political Science,,,,,,,,
519,,Literature Science & the Arts,359,359,0,0,0,0,0
520,,Rackham,26,0,6,17,0,0,3
521,Preservation of Information,,,,,,,,
522,,Graduate Information,11,0,11,0,0,0,0
523,Primary Care Pediatric Nurse Practitioner,,,,,,,,
524,,Rackham,7,0,7,0,0,0,0
525,Prosthodontics,,,,,,,,
526,,Rackham,3,0,3,0,0,0,0
527,Psychology,,,,,,,,
528,,Literature Science & the Arts,481,481,0,0,0,0,0
529,,Rackham,65,0,33,21,0,0,11
530,Psychology & Women's Studies,,,,,,,,
531,,Rackham,5,0,0,2,0,0,3
532,Public Administration,,,,,,,,
533,,Rackham,11,0,11,0,0,0,0
534,Public Policy,,,,,,,,
535,,Public Policy,61,61,0,0,0,0,0
536,,Rackham,105,0,105,0,0,0,0
537,Public Policy and Economics,,,,,,,,
538,,Rackham,3,0,0,2,0,0,1
539,Public Policy and Political Science,,,,,,,,
540,,Rackham,4,0,0,3,0,0,1
541,Public Policy and Sociology,,,,,,,,
542,,Rackham,1,0,0,1,0,0,0
543,Restorative Dentistry,,,,,,,,
544,,Rackham,4,0,4,0,0,0,0
545,Robotics,,,,,,,,
546,,Rackham,1,0,1,0,0,0,0
547,Robotics and Autonomous Vehicles,,,,,,,,
548,,Engineering,11,0,11,0,0,0,0
549,Romance Language and Literature French,,,,,,,,
550,,Rackham,3,0,0,2,0,0,1
551,Romance Language and Literature Italian,,,,,,,,
552,,Rackham,1,0,0,0,0,0,1
553,Romance Language and Literature Spanish,,,,,,,,
554,,Rackham,11,0,1,4,0,0,6
555,Romance Languages and Literatures,,,,,,,,
556,,Literature Science & the Arts,6,6,0,0,0,0,0
557,Russian,,,,,,,,
558,,Literature Science & the Arts,6,6,0,0,0,0,0
559,"Russian, East European and Eurasian Studies",,,,,,,,
560,,Literature Science & the Arts,2,2,0,0,0,0,0
561,,Rackham,8,0,8,0,0,0,0
562,School Library Media,,,,,,,,
563,,Graduate Information,3,0,3,0,0,0,0
564,Scientific Computing,,,,,,,,
565,,Rackham,6,0,0,6,0,0,0
566,Screen Arts and Cultures,,,,,,,,
567,,Literature Science & the Arts,100,100,0,0,0,0,0
568,,Rackham,3,0,0,2,0,0,1
569,Sculpture,,,,,,,,
570,,Art and Design,1,1,0,0,0,0,0
571,Slavic Language and Literature,,,,,,,,
572,,Rackham,5,0,0,1,0,0,4
573,Social and Administrative Sciences,,,,,,,,
574,,Rackham,4,0,0,3,0,0,1
575,Social Computing,,,,,,,,
576,,Graduate Information,1,0,1,0,0,0,0
577,Social Policy and Evaluation,,,,,,,,
578,,Social Work,23,0,23,0,0,0,0
579,Social Theory and Practice,,,,,,,,
580,,Literature Science & the Arts,8,8,0,0,0,0,0
581,Social Work and Political Science,,,,,,,,
582,,Rackham,1,0,0,0,0,0,1
583,Social Work and Psychology,,,,,,,,
584,,Rackham,8,0,0,4,0,0,4
585,Social Work and Sociology,,,,,,,,
586,,Rackham,7,0,0,5,0,0,2
587,Sociology,,,,,,,,
588,,Literature Science & the Arts,116,116,0,0,0,0,0
589,,Rackham,20,0,6,6,0,0,8
590,Sound Engineering,,,,,,,,
591,,"Music, Theatre & Dance",13,13,0,0,0,0,0
592,Southeast Asian Studies,,,,,,,,
593,,Rackham,3,0,3,0,0,0,0
594,Space and Planetary Physics,,,,,,,,
595,,Rackham,1,0,0,1,0,0,0
596,Space Engineering,,,,,,,,
597,,Engineering,23,0,23,0,0,0,0
598,Spanish,,,,,,,,
599,,Literature Science & the Arts,185,185,0,0,0,0,0
600,Sport Management,,,,,,,,
601,,Kinesiology,91,91,0,0,0,0,0
602,Sport Management and Communications,,,,,,,,
603,,Kinesiology,1,1,0,0,0,0,0
604,Statistics,,,,,,,,
605,,Literature Science & the Arts,58,58,0,0,0,0,0
606,,Rackham,31,0,14,6,0,0,11
607,Structural Engineering,,,,,,,,
608,,Engineering,3,0,3,0,0,0,0
609,Supply Chain Management,,,,,,,,
610,,Business Administration,22,0,22,0,0,0,0
611,Survey Methodology,,,,,,,,
612,,Rackham,11,0,8,2,0,0,1
613,Tailored,,,,,,,,
614,,Graduate Information,11,0,11,0,0,0,0
615,Theatre,,,,,,,,
616,,"Music, Theatre & Dance",22,22,0,0,0,0,0
617,Theatre and Drama,,,,,,,,
618,,Literature Science & the Arts,1,1,0,0,0,0,0
619,Toxicology,,,,,,,,
620,,Rackham,12,0,5,7,0,0,0
621,Urban and Regional Planning,,,,,,,,
622,,Rackham,74,0,64,8,0,0,2
623,Urban Design,,,,,,,,
624,,Architecture & Urban Planning,7,0,7,0,0,0,0
625,Wind Instruments,,,,,,,,
626,,"Music, Theatre & Dance",1,1,0,0,0,0,0
627,Women's Studies,,,,,,,,
628,,Literature Science & the Arts,55,55,0,0,0,0,0
629,Women's Studies and Sociology,,,,,,,,
630,,Rackham,2,0,0,2,0,0,0
631,,,,,,,,,
632,Graduates with Two Plans,,957,929,22,6,0,0,0
