,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
430,,Kinesiology,74,74,0,0,0,0,0
431,Music,,,,,,,,
432,,Literature Science & the Arts,16,16,0,0,0,0,0
433,Music and Technology,,,,,,,,
434,,Music,2,2,0,0,0,0,0
435,Music Composition,,,,,,,,
436,,Rackham,10,0,0,6,0,0,4
437,Music Composition and Theory,,,,,,,,
438,,Rackham,1,0,0,0,0,0,1
439,Music Conducting,,,,,,,,
440,,Rackham,4,0,0,1,0,0,3
441,Music Education,,,,,,,,
442,,Music,12,5,7,0,0,0,0
443,Music Performance,,,,,,,,
444,,Rackham,42,0,0,19,0,0,23
445,Music Theatre,,,,,,,,
446,,Music,20,20,0,0,0,0,0
447,Music Theory,,,,,,,,
448,,Music,6,6,0,0,0,0,0
449,,Rackham,5,0,1,0,0,0,4
450,Music: Musicology,,,,,,,,
451,,Rackham,7,0,0,5,0,0,2
452,Natural Resources and Environment,,,,,,,,
453,,Rackham,77,0,55,11,0,0,11
454,Naval Architecture and Marine Engineering,,,,,,,,
455,,Engineering,18,18,0,0,0,0,0
456,,Rackham,35,0,23,4,0,1,7
457,Near Eastern Studies,,,,,,,,
458,,Rackham,5,0,1,1,0,0,3
459,Near Eastern Studies Departmental Concentration,,,,,,,,
460,,Literature Science & the Arts,1,1,0,0,0,0,0
461,Neuroscience,,,,,,,,
462,,Literature Science & the Arts,4,4,0,0,0,0,0
463,,Rackham,44,0,6,11,0,0,27
464,Nuclear Engineering,,,,,,,,
465,,Rackham,1,0,0,1,0,0,0
466,Nuclear Engineering and Radiological Sciences,,,,,,,,
467,,Engineering,37,37,0,0,0,0,0
468,,Rackham,39,0,23,10,0,0,6
469,Nuclear Science,,,,,,,,
470,,Rackham,1,0,1,0,0,0,0
471,Nursing,,,,,,,,
472,,Nursing,136,136,0,0,0,0,0
473,,Rackham,9,0,0,6,0,0,3
474,Nursing Business and Health Systems,,,,,,,,
475,,Rackham,6,0,6,0,0,0,0
476,Nursing R. N.,,,,,,,,
477,,Nursing,29,29,0,0,0,0,0
478,Nutritional Science,,,,,,,,
479,,Rackham,2,0,2,0,0,0,0
480,Occupational Health,,,,,,,,
481,,Public Health,7,0,7,0,0,0,0
482,Oceanography,,,,,,,,
483,,Literature Science & the Arts,1,1,0,0,0,0,0
484,Oceanography Marine Geology & Geological Chemistry,,,,,,,,
485,,Rackham,1,0,0,1,0,0,0
486,Oral Health Sciences,,,,,,,,
487,,Rackham,3,0,0,1,0,0,2
488,Organizational Studies,,,,,,,,
489,,Literature Science & the Arts,46,46,0,0,0,0,0
490,,,,,,,,,
491,Orthodontics,,,,,,,,
492,,Rackham,6,0,6,0,0,0,0
493,Painting/Drawing,,,,,,,,
494,,Art and Design,2,2,0,0,0,0,0
495,Parent-Child Nursing,,,,,,,,
496,,Rackham,18,0,17,0,0,0,1
497,Pathology,,,,,,,,
498,,Rackham,1,0,1,0,0,0,0
499,Pediatric Dentistry,,,,,,,,
500,,Rackham,7,0,7,0,0,0,0
501,Performance,,,,,,,,
502,,Music,100,64,35,0,0,1,0
503,Performing Arts Technology,,,,,,,,
504,,Music,9,9,0,0,0,0,0
505,Periodontics,,,,,,,,
506,,Rackham,5,0,5,0,0,0,0
507,Pharmaceutical Engineering,,,,,,,,
508,,Engineering,10,0,10,0,0,0,0
509,Pharmaceutical Sciences,,,,,,,,
510,,Rackham,5,0,0,0,0,0,5
511,Pharmaceutics,,,,,,,,
512,,Rackham,3,0,0,3,0,0,0
513,Pharmacology,,,,,,,,
514,,Rackham,15,0,3,11,0,0,1
515,Pharmacy,,,,,,,,
516,,Pharmacy,62,0,0,0,62,0,0
517,Philosophy,,,,,,,,
518,,Literature Science & the Arts,69,69,0,0,0,0,0
519,,Rackham,14,0,3,2,0,0,9
520,Photography,,,,,,,,
521,,Art and Design,3,3,0,0,0,0,0
522,Physical Education Teacher Education,,,,,,,,
523,,Kinesiology,15,15,0,0,0,0,0
524,,,,,,,,,
525,Physics,,,,,,,,
526,,Literature Science & the Arts,26,26,0,0,0,0,0
527,,Rackham,71,0,19,18,0,0,34
528,Piano Accompaniment and Chamber Music,,,,,,,,
529,,Music,1,0,0,0,0,1,0
530,Plant Biology,,,,,,,,
531,,Literature Science & the Arts,2,2,0,0,0,0,0
532,Political Science,,,,,,,,
533,,Literature Science & the Arts,398,398,0,0,0,0,0
534,,Rackham,34,0,15,8,0,0,11
535,Printmaking,,,,,,,,
536,,Art and Design,4,4,0,0,0,0,0
537,Prosthodontics,,,,,,,,
538,,Rackham,2,0,2,0,0,0,0
539,Psychiatric Mental Health Nursing,,,,,,,,
540,,Rackham,3,0,3,0,0,0,0
541,Psychology,,,,,,,,
542,,Literature Science & the Arts,502,502,0,0,0,0,0
543,,Rackham,80,0,28,26,0,0,26
544,Psychology & Women's Studies,,,,,,,,
545,,Rackham,3,0,0,2,0,0,1
546,Public Administration,,,,,,,,
547,,Rackham,1,0,1,0,0,0,0
548,Public Policy,,,,,,,,
549,,Rackham,80,0,80,0,0,0,0
550,Public Policy and Economics,,,,,,,,
551,,Rackham,3,0,0,1,0,0,2
552,Public Policy and Political Science,,,,,,,,
553,,Rackham,4,0,0,1,0,0,3
554,Public Policy and Sociology,,,,,,,,
555,,Rackham,2,0,0,1,0,0,1
556,Romance Language and Literature French,,,,,,,,
557,,Rackham,4,0,2,1,0,0,1
558,Romance Language and Literature Spanish,,,,,,,,
559,,Rackham,22,0,5,6,0,0,11
560,Russian,,,,,,,,
561,,Literature Science & the Arts,3,3,0,0,0,0,0
562,Russian and East European Studies,,,,,,,,
563,,Rackham,4,0,4,0,0,0,0
564,,Literature Science & the Arts,6,6,0,0,0,0,0
565,Scientific Computing,,,,,,,,
566,,Rackham,5,0,0,5,0,0,0
567,Scientific Illustration,,,,,,,,
568,,Art and Design,4,4,0,0,0,0,0
569,Screen Arts and Cultures,,,,,,,,
570,,Literature Science & the Arts,1,1,0,0,0,0,0
571,Second Career Nursing,,,,,,,,
572,,Nursing,24,24,0,0,0,0,0
573,Slavic Language and Literature,,,,,,,,
574,,Rackham,5,0,2,1,0,0,2
575,Social Anthropology,,,,,,,,
576,,Literature Science & the Arts,3,3,0,0,0,0,0
577,Social Policy and Evaluation,,,,,,,,
578,,Social Work,29,0,29,0,0,0,0
579,Social Science,,,,,,,,
580,,Literature Science & the Arts,9,9,0,0,0,0,0
581,Social Work and Social Science,,,,,,,,
582,,Rackham,17,0,0,14,0,0,3
583,Sociology,,,,,,,,
584,,Literature Science & the Arts,154,154,0,0,0,0,0
585,,Rackham,29,0,10,8,0,0,11
586,Sound Engineering,,,,,,,,
587,,Music,6,6,0,0,0,0,0
588,South Asian Studies,,,,,,,,
589,,Rackham,1,0,1,0,0,0,0
590,Southeast Asian Studies,,,,,,,,
591,,Rackham,2,0,2,0,0,0,0
592,Space and Planetary Physics,,,,,,,,
593,,Rackham,4,0,1,1,0,0,2
594,Space Engineering,,,,,,,,
595,,Engineering,17,0,17,0,0,0,0
596,Spanish,,,,,,,,
597,,Literature Science & the Arts,118,118,0,0,0,0,0
598,Sport Management and Communications,,,,,,,,
599,,Kinesiology,94,94,0,0,0,0,0
600,Statistics,,,,,,,,
601,,Literature Science & the Arts,21,21,0,0,0,0,0
602,,Rackham,31,0,19,3,0,0,9
603,Survey Methodology,,,,,,,,
604,,Rackham,13,0,12,0,0,0,1
605,Sustainable Systems,,,,,,,,
606,,Rackham,7,0,7,0,0,0,0
607,Theatre,,,,,,,,
608,,Music,24,24,0,0,0,0,0
609,,Rackham,1,0,0,0,0,0,1
610,Theatre and Drama,,,,,,,,
611,,Literature Science & the Arts,5,5,0,0,0,0,0
612,Toxicology,,,,,,,,
613,,Rackham,9,0,2,4,0,0,3
614,Urban Design,,,,,,,,
615,,Architecture & Urban Planning,10,0,10,0,0,0,0
616,Urban Planning,,,,,,,,
617,,Rackham,44,0,44,0,0,0,0
618,Urban and Regional Planning,,,,,,,,
619,,Rackham,0,0,0,0,0,0,0
620,Urban Technology and Environmental Planning,,,,,,,,
621,,Rackham,9,0,0,3,0,0,6
622,Women's Studies,,,,,,,,
623,,Literature Science & the Arts,29,29,0,0,0,0,0
624,Women's Studies and Sociology,,,,,,,,
625,,Rackham,1,0,0,0,0,0,1
626,,,,,,,,,
627,,,,,,,,,
628,,,,,,,,,
629,Graduates with Two Plans,,685,680,0,5,0,0,0
630,Graduates with Three Plans,,15,15,0,0,0,0,0
631,Graduates with Four Plans,,0,0,0,0,0,0,0
632,,,,,,,,,
633,,,,,,,,,
634,The University of Michigan - Dearborn,,,,,,,,
635,Accounting,,10,,10,0,0,0,0
636,Accounting/Acctg Info Systems,,3,3,0,0,0,0,0
637,Accounting/Controllership,,4,4,0,0,0,0,0
638,Accounting/Fin Acctg&Reporting,,46,46,0,0,0,0,0
639,Adult Instr & Performance Tech,,0,0,,0,0,0,0
640,Administration (B.S.A.),,0,,0,0,0,0,0
641,American Studies,,0,,0,0,0,0,0
642,Anthropology,,6,6,0,0,0,0,0
643,Applied and Computational Math,,2,0,2,0,0,0,0
644,Art History,,4,4,0,0,0,0,0
645,Automotive Systems Engr,,24,0,24,0,0,0,0
646,Behavioral Sciences,,9,9,0,0,0,0,0
647,Biochemistry,,17,17,0,0,0,0,0
648,Biological Sciences,,46,46,0,0,0,0,0
649,Business Administration,,93,,93,0,0,0,0
